,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
37220,37221,18-30,Female,Advanced,27,4,9,17,0,55,50,9,4,C,5,5,46,9,18,R
93034,93035,18-30,Female,Advanced,5,16,21,82,14,66,28,6,0,A,11,1,27,4,2,R
17777,17778,18-30,Female,Advanced,14,17,3,21,28,38,34,5,0,B,10,28,36,8,4,R
37214,37215,18-30,Female,Advanced,47,11,16,94,95,61,96,3,0,A,16,15,44,2,19,D
96481,96482,18-30,Female,Advanced,2,13,7,71,53,98,43,2,1,B,4,6,23,1,4,R
37179,37180,18-30,Female,Advanced,42,29,15,19,37,82,27,3,4,A,6,1,12,17,19,R
17805,17806,18-30,Female,Advanced,41,22,8,6,29,81,53,7,4,C,15,36,27,0,13,R
17545,17546,18-30,Female,Advanced,2,8,22,2,90,75,74,10,4,A,9,14,2,16,16,D
71154,71155,18-30,Female,Advanced,28,0,21,61,62,24,9,4,2,C,1,30,21,5,20,D
86479,86480,18-30,Female,Advanced,29,25,23,72,23,90,91,4,2,A,17,20,13,15,21,D
17487,17488,18-30,Female,Advanced,16,14,8,33,18,51,96,0,4,C,3,9,37,18,20,R
37587,37588,18-30,Female,Advanced,20,18,12,5,28,53,32,10,1,C,17,19,21,11,7,R
37583,37584,18-30,Female,Advanced,29,19,7,81,7,15,70,2,3,C,9,6,5,8,30,R
37573,37574,18-30,Female,Advanced,20,2,21,82,93,17,6,8,4,C,6,23,2,13,12,D
17246,17247,18-30,Female,Advanced,9,1,3,62,16,9,1,8,0,A,7,17,18,10,1,D
37556,37557,18-30,Female,Advanced,14,18,5,15,5,63,21,6,2,B,16,32,36,10,5,R
57410,57411,18-30,Female,Advanced,19,16,11,79,30,48,61,9,3,C,13,20,28,4,17,D
37549,37550,18-30,Female,Advanced,3,3,1,80,98,41,56,2,3,C,13,33,5,0,9,D
92974,92975,18-30,Female,Advanced,19,27,16,64,11,65,54,1,2,C,18,8,46,2,7,R
37514,37515,18-30,Female,Advanced,1,0,4,61,92,3,51,2,0,A,0,28,20,12,2,D
86471,86472,18-30,Female,Advanced,41,5,9,10,42,49,91,1,1,C,1,15,15,14,24,D
37513,37514,18-30,Female,Advanced,36,12,12,8,73,82,71,1,2,B,16,3,18,14,20,D
96518,96519,18-30,Female,Advanced,12,29,11,46,61,20,0,2,3,A,16,27,27,6,10,R
71376,71377,18-30,Female,Advanced,47,5,19,4,47,97,30,4,0,B,8,8,30,19,20,D
17335,17336,18-30,Female,Advanced,31,22,13,16,50,80,25,10,2,B,14,12,48,14,28,D
57470,57471,18-30,Female,Advanced,15,25,6,43,72,95,71,10,3,B,1,2,41,15,5,D
57480,57481,18-30,Female,Advanced,30,17,14,34,13,34,59,3,0,B,6,12,7,11,30,R
71357,71358,18-30,Female,Advanced,21,11,6,23,83,77,38,2,3,C,0,32,50,18,22,D
71356,71357,18-30,Female,Advanced,41,0,0,90,45,37,65,8,2,B,16,20,9,2,11,D
37475,37476,18-30,Female,Advanced,49,28,14,64,63,81,11,2,4,B,8,30,39,10,26,D
17360,17361,18-30,Female,Advanced,15,23,5,69,41,9,54,8,0,C,7,15,28,12,14,R
37462,37463,18-30,Female,Advanced,14,10,8,46,89,88,11,9,4,C,18,11,10,6,25,R
17375,17376,18-30,Female,Advanced,9,24,8,34,62,37,98,7,4,A,2,8,34,3,17,R
71340,71341,18-30,Female,Advanced,25,9,1,2,44,100,93,3,3,C,9,9,22,10,8,D
17404,17405,18-30,Female,Advanced,11,5,22,100,46,65,71,6,0,B,3,23,16,3,10,R
96516,96517,18-30,Female,Advanced,4,5,7,86,8,51,3,8,3,C,4,8,46,10,12,D
57573,57574,18-30,Female,Advanced,31,5,22,82,60,49,78,10,0,C,3,4,45,13,29,D
17486,17487,18-30,Female,Advanced,36,15,23,71,50,14,46,0,0,B,0,19,49,11,14,R
17513,17514,18-30,Female,Advanced,11,29,1,65,55,21,48,7,3,A,8,18,45,3,17,R
57387,57388,18-30,Female,Advanced,20,0,24,0,31,4,4,0,2,C,10,33,21,12,29,R
71141,71142,18-30,Female,Advanced,45,6,22,28,41,22,10,1,2,B,15,35,8,13,3,R
17820,17821,18-30,Female,Advanced,8,8,6,5,53,67,78,7,4,A,9,32,49,12,8,D
57747,57748,18-30,Female,Advanced,16,9,19,94,74,41,75,0,3,A,15,36,17,17,21,D
57767,57768,18-30,Female,Advanced,30,18,18,75,33,29,91,0,1,A,1,33,40,4,20,R
18071,18072,18-30,Female,Advanced,46,6,5,36,81,98,60,8,2,A,9,21,8,9,13,D
37035,37036,18-30,Female,Advanced,13,14,6,23,53,28,5,10,4,B,4,6,19,15,3,D
18082,18083,18-30,Female,Advanced,3,6,3,69,63,31,13,1,2,C,15,31,19,11,7,D
57768,57769,18-30,Female,Advanced,24,29,23,86,90,71,49,0,2,B,10,34,30,12,4,D
37023,37024,18-30,Female,Advanced,2,10,22,29,36,38,32,8,2,B,5,21,49,18,21,D
96426,96427,18-30,Female,Advanced,9,8,22,35,4,50,98,2,3,B,11,10,47,14,20,D
89214,89215,18-30,Female,Advanced,26,25,8,74,72,38,98,0,3,B,11,26,17,11,3,D
36977,36978,18-30,Female,Advanced,43,19,14,76,41,39,36,10,0,B,5,5,45,7,23,R
36969,36970,18-30,Female,Advanced,35,25,4,88,64,77,58,2,3,A,2,25,50,7,22,R
86626,86627,18-30,Female,Advanced,26,20,15,65,100,27,63,4,0,B,2,19,26,7,25,D
18121,18122,18-30,Female,Advanced,26,3,12,5,70,100,21,3,0,B,4,21,15,20,17,R
18123,18124,18-30,Female,Advanced,29,0,14,97,93,45,20,4,2,B,10,12,10,15,28,D
36956,36957,18-30,Female,Advanced,31,18,5,39,43,71,80,2,3,B,3,33,39,19,29,D
57812,57813,18-30,Female,Advanced,48,16,8,38,28,26,46,7,3,C,4,22,49,2,30,R
18160,18161,18-30,Female,Advanced,10,6,4,3,83,55,81,7,4,C,12,12,32,7,15,D
93133,93134,18-30,Female,Advanced,23,7,14,73,20,37,33,3,1,B,6,20,15,0,22,D
18174,18175,18-30,Female,Advanced,37,19,3,56,17,99,74,6,2,A,17,36,20,20,6,R
18178,18179,18-30,Female,Advanced,5,21,19,35,86,15,2,1,0,A,11,29,46,1,7,R
18181,18182,18-30,Female,Advanced,16,24,4,44,48,26,30,3,0,A,14,28,46,7,29,D
36880,36881,18-30,Female,Advanced,45,24,16,44,49,71,56,9,1,B,18,29,46,10,13,R
70861,70862,18-30,Female,Advanced,20,30,1,78,76,77,6,0,4,C,17,13,24,18,13,R
18231,18232,18-30,Female,Advanced,0,12,14,22,39,30,0,1,2,A,14,19,22,11,9,D
18239,18240,18-30,Female,Advanced,22,10,9,23,47,11,69,4,2,A,7,15,0,5,3,R
70840,70841,18-30,Female,Advanced,37,18,12,72,89,10,0,3,2,A,1,8,0,7,0,D
70835,70836,18-30,Female,Advanced,1,20,2,68,56,23,65,6,1,A,14,14,3,16,29,D
18049,18050,18-30,Female,Advanced,42,8,15,80,100,34,64,9,2,B,16,34,28,14,3,R
57696,57697,18-30,Female,Advanced,18,1,5,66,84,91,75,1,0,A,11,7,5,20,17,D
70995,70996,18-30,Female,Advanced,49,1,8,61,57,19,2,7,2,B,8,16,17,0,7,R
18028,18029,18-30,Female,Advanced,46,15,25,47,14,70,41,8,4,C,9,28,44,4,15,R
86547,86548,18-30,Female,Advanced,3,9,6,81,12,61,0,4,2,C,2,30,18,12,17,R
71115,71116,18-30,Female,Advanced,22,1,10,69,17,83,58,3,2,C,9,11,29,9,5,R
17851,17852,18-30,Female,Advanced,40,17,14,99,11,42,1,0,1,B,14,11,12,6,24,D
37153,37154,18-30,Female,Advanced,23,9,9,67,93,15,10,4,1,C,1,32,34,10,2,R
37151,37152,18-30,Female,Advanced,23,8,5,68,69,65,90,8,0,B,5,12,31,15,12,D
57711,57712,18-30,Female,Advanced,34,28,24,20,21,28,34,5,0,A,11,30,27,18,13,R
57718,57719,18-30,Female,Advanced,25,11,17,67,18,7,54,5,0,A,7,32,37,20,3,R
17901,17902,18-30,Female,Advanced,50,10,14,76,77,78,98,6,1,C,18,25,26,20,9,D
71080,71081,18-30,Female,Advanced,44,14,2,92,60,53,20,10,3,B,5,2,3,11,16,R
37112,37113,18-30,Female,Advanced,7,8,10,36,33,33,17,9,4,A,14,15,12,3,21,R
71071,71072,18-30,Female,Advanced,23,27,2,98,80,68,39,4,1,B,12,0,34,12,5,D
37104,37105,18-30,Female,Advanced,3,7,10,7,20,21,39,0,4,A,6,11,9,10,27,D
17919,17920,18-30,Female,Advanced,44,16,11,49,88,33,46,9,1,B,2,5,45,1,5,R
71066,71067,18-30,Female,Advanced,28,25,10,28,94,27,3,10,2,B,13,28,43,11,0,R
71043,71044,18-30,Female,Advanced,42,6,17,0,82,27,8,9,0,B,17,4,15,7,15,R
89220,89221,18-30,Female,Advanced,10,18,6,68,85,67,73,6,3,A,17,19,3,16,4,R
96449,96450,18-30,Female,Advanced,29,15,0,48,95,35,20,6,2,A,16,12,44,4,23,D
37096,37097,18-30,Female,Advanced,49,14,6,73,59,3,67,2,3,A,16,13,16,4,18,R
71041,71042,18-30,Female,Advanced,39,24,12,37,61,45,75,6,4,A,11,24,40,15,25,R
71029,71030,18-30,Female,Advanced,6,16,2,12,86,63,26,4,3,C,4,10,3,2,10,D
57737,57738,18-30,Female,Advanced,18,18,11,54,79,58,11,5,2,B,11,31,9,13,6,D
37075,37076,18-30,Female,Advanced,22,4,18,71,40,53,25,1,4,B,6,1,41,3,2,R
71021,71022,18-30,Female,Advanced,5,29,25,10,1,93,48,5,0,B,2,14,50,3,19,D
37066,37067,18-30,Female,Advanced,6,26,7,6,58,75,42,7,3,B,7,18,17,5,25,D
86584,86585,18-30,Female,Advanced,46,12,11,29,75,67,28,8,3,A,17,14,27,7,12,R
71005,71006,18-30,Female,Advanced,25,3,23,67,3,55,26,8,1,B,12,28,34,13,22,D
37061,37062,18-30,Female,Advanced,27,16,1,48,11,24,30,10,0,A,17,16,9,11,0,D
96431,96432,18-30,Female,Advanced,50,27,16,10,94,2,37,3,0,C,10,12,23,15,7,D
17232,17233,18-30,Female,Advanced,13,16,20,32,54,42,44,8,3,B,15,26,33,19,7,R
17217,17218,18-30,Female,Advanced,45,29,25,60,55,58,88,7,3,B,2,2,10,9,28,R
37669,37670,18-30,Female,Advanced,50,18,3,19,72,91,63,1,3,A,15,15,17,11,28,R
57061,57062,18-30,Female,Advanced,30,22,23,38,78,79,48,10,4,C,14,26,13,15,5,D
16431,16432,18-30,Female,Advanced,43,1,14,28,41,27,100,9,1,C,10,26,23,4,28,R
71970,71971,18-30,Female,Advanced,14,6,18,50,94,11,33,10,3,B,7,34,8,0,29,D
16441,16442,18-30,Female,Advanced,24,9,21,42,10,37,2,3,1,B,10,11,20,6,20,D
57064,57065,18-30,Female,Advanced,12,5,16,93,33,43,79,3,2,C,18,27,36,16,13,R
71968,71969,18-30,Female,Advanced,18,14,19,14,87,94,11,1,4,B,2,10,9,17,14,D
38007,38008,18-30,Female,Advanced,22,4,7,96,68,92,62,5,2,A,6,5,27,5,21,R
71951,71952,18-30,Female,Advanced,43,10,15,31,27,18,52,1,2,C,8,12,26,9,20,R
16487,16488,18-30,Female,Advanced,50,5,21,42,37,86,75,9,3,B,6,3,38,14,16,D
71924,71925,18-30,Female,Advanced,28,29,4,91,31,54,83,8,1,C,17,1,50,10,0,D
71910,71911,18-30,Female,Advanced,11,12,2,87,47,82,2,7,4,B,17,22,38,15,11,D
89320,89321,18-30,Female,Advanced,25,8,17,55,13,16,58,6,3,B,2,16,29,1,19,D
16511,16512,18-30,Female,Advanced,22,9,21,19,52,70,4,3,2,A,17,0,34,13,23,D
71889,71890,18-30,Female,Advanced,32,26,0,27,11,21,20,6,0,C,13,10,48,4,22,R
16525,16526,18-30,Female,Advanced,49,8,5,41,52,48,68,0,2,C,8,5,17,1,18,R
57082,57083,18-30,Female,Advanced,4,10,0,12,29,65,96,7,2,C,18,1,28,2,30,D
71869,71870,18-30,Female,Advanced,46,21,4,34,42,23,13,3,3,B,11,35,48,3,12,D
37985,37986,18-30,Female,Advanced,40,4,2,72,36,44,41,4,3,C,11,10,36,14,15,D
57086,57087,18-30,Female,Advanced,37,6,19,41,67,100,40,1,2,B,13,26,44,15,0,D
86365,86366,18-30,Female,Advanced,0,5,16,95,65,7,86,8,0,B,8,10,14,5,20,R
16585,16586,18-30,Female,Advanced,21,7,13,25,74,71,80,6,1,C,13,16,1,13,15,D
57164,57165,18-30,Female,Advanced,23,15,11,16,0,94,23,4,3,C,1,21,44,0,7,R
16611,16612,18-30,Female,Advanced,8,11,11,80,10,76,40,4,3,C,18,2,17,20,21,R
57188,57189,18-30,Female,Advanced,27,18,19,83,12,70,74,10,3,B,7,19,29,11,28,R
16624,16625,18-30,Female,Advanced,25,7,19,52,6,45,34,10,2,C,11,20,15,19,27,R
16634,16635,18-30,Female,Advanced,49,30,5,8,13,5,72,6,1,C,13,26,45,5,19,D
96696,96697,18-30,Female,Advanced,39,10,2,76,76,90,50,6,1,B,11,25,19,1,26,D
38033,38034,18-30,Female,Advanced,35,16,1,62,62,8,38,5,4,C,0,3,9,3,29,R
57209,57210,18-30,Female,Advanced,17,10,6,18,93,47,99,8,0,C,9,20,22,2,29,R
38052,38053,18-30,Female,Advanced,6,9,1,49,86,89,18,7,4,A,10,35,36,9,8,R
16405,16406,18-30,Female,Advanced,26,18,0,64,72,11,21,3,4,A,14,25,23,8,30,R
57017,57018,18-30,Female,Advanced,19,7,20,31,88,80,11,7,0,A,9,14,1,9,25,R
72175,72176,18-30,Female,Advanced,39,1,9,11,80,40,92,6,2,B,11,33,15,18,10,D
89334,89335,18-30,Female,Advanced,14,23,19,44,52,66,24,7,3,B,1,27,12,13,29,D
38165,38166,18-30,Female,Advanced,35,4,7,44,41,60,51,8,1,B,6,14,14,2,14,D
16280,16281,18-30,Female,Advanced,34,16,8,14,17,34,62,9,2,C,4,36,41,5,21,D
16282,16283,18-30,Female,Advanced,33,10,24,50,19,63,31,7,1,A,12,3,31,7,16,D
96757,96758,18-30,Female,Advanced,42,12,23,56,67,55,41,5,0,C,5,30,24,7,28,D
38143,38144,18-30,Female,Advanced,25,0,23,86,67,31,84,5,1,C,3,7,15,7,23,D
89322,89323,18-30,Female,Advanced,7,9,18,69,25,86,26,5,4,C,15,8,17,8,8,D
38118,38119,18-30,Female,Advanced,14,15,11,22,38,18,60,6,2,A,15,3,2,9,1,D
16310,16311,18-30,Female,Advanced,36,20,6,51,37,89,82,8,1,C,17,2,48,9,22,D
86311,86312,18-30,Female,Advanced,50,13,16,20,97,27,91,1,4,C,0,27,13,18,29,R
16325,16326,18-30,Female,Advanced,28,0,6,5,41,10,75,6,3,A,2,17,49,0,4,R
16335,16336,18-30,Female,Advanced,15,16,14,53,13,94,65,2,0,B,11,11,6,7,8,D
57056,57057,18-30,Female,Advanced,41,20,5,97,70,43,43,3,1,B,5,19,22,15,23,R
16351,16352,18-30,Female,Advanced,36,20,1,78,39,18,89,10,2,A,9,35,12,19,18,R
72083,72084,18-30,Female,Advanced,45,22,13,85,95,67,58,10,4,A,0,8,19,4,23,D
38100,38101,18-30,Female,Advanced,49,3,18,87,22,56,18,9,0,B,10,4,43,8,29,D
72058,72059,18-30,Female,Advanced,24,13,16,7,3,66,4,3,2,A,15,21,13,20,8,D
38074,38075,18-30,Female,Advanced,12,0,25,97,17,35,76,0,3,A,14,8,14,13,4,R
72055,72056,18-30,Female,Advanced,6,28,15,45,99,10,26,5,3,B,6,6,43,8,10,D
96713,96714,18-30,Female,Advanced,14,3,0,55,28,84,48,4,3,B,10,25,7,14,22,R
16388,16389,18-30,Female,Advanced,48,20,6,11,9,71,95,5,1,B,1,5,21,8,0,D
38070,38071,18-30,Female,Advanced,9,3,6,10,9,54,44,8,2,B,9,10,36,20,24,D
92882,92883,18-30,Female,Advanced,1,21,22,33,17,67,46,0,3,A,12,16,5,18,11,R
16397,16398,18-30,Female,Advanced,33,3,19,31,73,68,2,4,2,B,3,10,14,10,11,R
72042,72043,18-30,Female,Advanced,7,23,18,78,34,93,73,1,0,A,18,21,23,20,5,D
16407,16408,18-30,Female,Advanced,47,7,11,15,81,25,23,10,0,B,1,26,21,4,9,R
16671,16672,18-30,Female,Advanced,3,1,20,66,89,53,59,8,0,A,7,20,49,20,16,R
71806,71807,18-30,Female,Advanced,3,17,3,63,13,8,32,3,4,C,18,11,1,1,3,R
16691,16692,18-30,Female,Advanced,3,16,13,14,44,95,85,2,4,A,7,29,1,2,27,D
96626,96627,18-30,Female,Advanced,49,11,3,9,21,81,1,4,0,C,18,23,23,5,28,D
37783,37784,18-30,Female,Advanced,50,21,22,45,23,45,25,10,2,A,13,22,11,12,5,R
71574,71575,18-30,Female,Advanced,48,12,17,96,4,50,70,4,4,B,1,26,14,12,15,D
16946,16947,18-30,Female,Advanced,33,22,9,9,14,16,98,5,0,B,13,7,10,1,23,D
16959,16960,18-30,Female,Advanced,0,16,16,37,68,87,43,7,3,A,7,16,8,13,4,R
57291,57292,18-30,Female,Advanced,24,4,9,53,29,74,78,1,2,C,18,16,31,1,5,D
96610,96611,18-30,Female,Advanced,11,14,2,48,14,87,7,8,0,A,6,24,35,9,7,R
17040,17041,18-30,Female,Advanced,18,29,11,10,53,33,14,8,3,C,2,24,34,17,1,R
17042,17043,18-30,Female,Advanced,9,9,2,47,71,65,45,10,2,A,9,23,20,16,29,R
17060,17061,18-30,Female,Advanced,5,22,4,58,51,1,97,0,2,B,11,2,5,14,14,R
17076,17077,18-30,Female,Advanced,43,5,5,75,27,100,66,6,3,A,16,9,30,3,6,D
71511,71512,18-30,Female,Advanced,48,30,10,87,96,29,65,7,0,C,12,27,25,2,19,D
17090,17091,18-30,Female,Advanced,11,8,1,41,88,75,54,8,4,B,2,27,45,1,22,R
57357,57358,18-30,Female,Advanced,18,21,1,88,57,93,17,2,4,C,7,24,4,18,14,R
17102,17103,18-30,Female,Advanced,12,9,19,10,91,49,6,7,4,C,2,28,43,3,17,D
71507,71508,18-30,Female,Advanced,7,27,13,21,39,28,19,1,4,A,8,2,22,3,4,D
17114,17115,18-30,Female,Advanced,39,1,21,15,19,74,75,0,2,C,7,33,9,15,27,R
71500,71501,18-30,Female,Advanced,35,5,12,34,98,52,3,0,2,A,11,7,37,6,8,R
37697,37698,18-30,Female,Advanced,34,19,18,1,3,8,75,9,1,B,3,8,17,11,24,D
17139,17140,18-30,Female,Advanced,15,13,15,29,71,8,100,6,1,A,4,34,0,13,23,D
37692,37693,18-30,Female,Advanced,45,7,23,11,58,61,10,2,3,C,7,23,9,1,25,R
71484,71485,18-30,Female,Advanced,49,6,6,83,9,43,37,0,3,C,11,5,13,16,10,R
17165,17166,18-30,Female,Advanced,32,0,14,42,43,61,84,9,0,C,7,29,26,12,18,D
17177,17178,18-30,Female,Advanced,43,15,17,3,85,68,95,0,2,C,7,31,0,11,18,D
37690,37691,18-30,Female,Advanced,46,28,5,32,91,54,41,2,0,B,9,15,16,10,15,R
17199,17200,18-30,Female,Advanced,30,18,24,39,69,39,50,9,0,B,4,29,6,18,15,R
37673,37674,18-30,Female,Advanced,33,19,18,25,65,75,35,10,3,B,2,30,30,6,8,D
71586,71587,18-30,Female,Advanced,28,6,23,99,34,74,65,1,3,A,1,1,44,6,15,R
86448,86449,18-30,Female,Advanced,42,7,9,100,24,51,24,7,4,C,13,2,13,6,7,R
71613,71614,18-30,Female,Advanced,48,2,21,65,83,92,57,9,3,B,14,27,23,11,15,R
16893,16894,18-30,Female,Advanced,31,13,9,42,50,65,46,7,4,A,8,4,22,9,8,R
71785,71786,18-30,Female,Advanced,40,22,12,24,28,43,17,10,0,C,17,6,29,1,17,R
16701,16702,18-30,Female,Advanced,37,21,19,46,100,52,66,3,3,B,14,3,45,8,26,D
37865,37866,18-30,Female,Advanced,40,5,16,80,3,64,49,4,1,C,1,5,4,11,21,R
86393,86394,18-30,Female,Advanced,36,15,2,100,73,4,46,8,0,C,7,1,28,7,10,R
37859,37860,18-30,Female,Advanced,50,4,9,21,44,70,46,5,1,C,7,14,31,18,24,D
57242,57243,18-30,Female,Advanced,42,0,13,69,17,4,96,2,1,A,11,33,8,3,2,D
57243,57244,18-30,Female,Advanced,8,22,13,55,84,13,87,1,0,A,11,33,21,18,27,R
86402,86403,18-30,Female,Advanced,42,11,10,44,73,64,72,2,1,B,3,16,0,5,3,R
37840,37841,18-30,Female,Advanced,41,21,18,18,48,25,83,9,0,B,14,2,10,17,11,R
86404,86405,18-30,Female,Advanced,28,23,15,66,82,20,38,6,4,B,17,31,3,6,5,D
37839,37840,18-30,Female,Advanced,40,1,6,88,91,6,15,7,0,C,10,26,33,9,16,R
16800,16801,18-30,Female,Advanced,31,8,20,87,35,67,15,6,1,A,12,9,14,3,20,D
96636,96637,18-30,Female,Advanced,41,19,5,0,91,27,67,0,2,B,5,20,20,8,2,D
18251,18252,18-30,Female,Advanced,10,25,2,31,0,44,7,4,4,C,7,20,11,4,28,D
37831,37832,18-30,Female,Advanced,9,11,12,16,77,95,30,3,1,B,12,31,15,8,22,D
71706,71707,18-30,Female,Advanced,6,23,17,32,99,96,38,6,2,B,11,7,17,12,2,D
16836,16837,18-30,Female,Advanced,10,17,5,35,44,47,86,6,2,C,14,9,49,15,7,R
71701,71702,18-30,Female,Advanced,49,14,12,34,57,81,30,9,3,C,13,26,44,12,3,D
71673,71674,18-30,Female,Advanced,36,29,12,38,78,38,11,3,4,A,16,15,18,6,10,D
37811,37812,18-30,Female,Advanced,31,4,11,90,6,76,8,8,4,B,12,34,0,15,10,D
37806,37807,18-30,Female,Advanced,48,19,1,3,46,8,43,5,3,A,5,15,3,15,20,D
16863,16864,18-30,Female,Advanced,12,29,2,12,29,9,65,3,3,B,8,2,45,1,17,D
71620,71621,18-30,Female,Advanced,8,10,13,86,81,82,2,3,2,A,7,12,33,15,23,R
57248,57249,18-30,Female,Advanced,11,28,4,11,67,55,25,7,3,A,2,28,5,12,20,D
16872,16873,18-30,Female,Advanced,1,8,11,47,100,46,47,6,1,A,5,4,0,9,25,R
57271,57272,18-30,Female,Advanced,17,1,12,3,54,35,26,1,3,C,16,1,45,15,7,R
37795,37796,18-30,Female,Advanced,25,13,14,24,43,93,87,3,1,C,9,2,12,0,22,R
37792,37793,18-30,Female,Advanced,47,6,1,54,3,48,55,10,3,B,17,12,8,9,7,D
57244,57245,18-30,Female,Advanced,10,26,1,31,50,34,88,7,4,C,6,35,5,6,25,D
93162,93163,18-30,Female,Advanced,49,23,11,52,62,38,64,5,2,A,10,10,18,12,9,R
36828,36829,18-30,Female,Advanced,0,7,11,91,100,47,72,7,3,A,11,28,4,6,9,D
18264,18265,18-30,Female,Advanced,16,23,18,77,56,0,24,4,1,C,9,10,24,1,28,R
58344,58345,18-30,Female,Advanced,21,4,4,82,94,68,39,6,2,A,2,6,31,16,4,D
19603,19604,18-30,Female,Advanced,33,12,1,74,13,44,34,2,2,C,0,5,11,5,20,R
19607,19608,18-30,Female,Advanced,1,1,7,41,2,52,34,3,1,C,5,2,8,13,9,D
19609,19610,18-30,Female,Advanced,27,19,18,58,90,96,93,3,4,B,5,29,46,12,4,D
35841,35842,18-30,Female,Advanced,25,18,4,26,40,82,32,2,0,A,7,12,48,12,21,R
69822,69823,18-30,Female,Advanced,4,23,21,16,59,58,8,9,0,A,11,10,43,9,16,D
86829,86830,18-30,Female,Advanced,25,0,23,20,18,5,39,10,3,C,18,17,48,7,22,R
19648,19649,18-30,Female,Advanced,21,8,23,11,87,100,15,0,4,B,5,6,23,20,2,D
58422,58423,18-30,Female,Advanced,2,15,1,33,1,99,45,2,0,B,7,35,1,17,19,D
19657,19658,18-30,Female,Advanced,1,12,10,77,90,1,88,5,3,A,9,2,7,18,11,R
89127,89128,18-30,Female,Advanced,19,24,18,62,74,20,56,5,3,B,8,15,21,12,30,R
96250,96251,18-30,Female,Advanced,2,16,9,72,46,33,82,2,0,C,11,0,17,1,16,D
69761,69762,18-30,Female,Advanced,3,3,23,55,23,100,19,10,3,B,7,17,1,11,4,D
69749,69750,18-30,Female,Advanced,4,17,22,46,27,68,20,7,4,B,7,0,39,4,8,R
58439,58440,18-30,Female,Advanced,24,25,4,66,61,26,73,5,2,A,14,9,3,7,27,R
35727,35728,18-30,Female,Advanced,23,30,3,67,41,89,0,9,0,B,8,8,6,13,4,D
69737,69738,18-30,Female,Advanced,39,4,21,10,11,63,75,7,3,A,16,34,21,14,16,R
69720,69721,18-30,Female,Advanced,21,16,3,1,23,20,46,7,4,C,8,12,36,16,30,R
69719,69720,18-30,Female,Advanced,35,30,12,11,79,50,44,3,2,B,15,21,45,6,1,D
19761,19762,18-30,Female,Advanced,43,11,14,13,80,13,28,8,0,B,4,24,2,11,6,D
69686,69687,18-30,Female,Advanced,33,29,17,42,86,85,76,5,0,B,16,3,32,19,22,D
19770,19771,18-30,Female,Advanced,2,10,23,43,98,98,50,3,0,A,7,19,19,3,16,D
