,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
58095,58096,18-30,Female,Intermediate,9,17,22,39,2,75,97,1,3,A,2,18,24,13,29,R
58094,58095,18-30,Female,Intermediate,21,20,15,19,53,43,17,7,4,A,15,25,12,14,30,R
58089,58090,18-30,Female,Intermediate,22,12,18,71,55,25,81,9,3,B,17,15,49,15,11,D
20293,20294,18-30,Female,Intermediate,0,8,21,8,32,52,46,2,3,A,7,10,24,18,19,D
58087,58088,18-30,Female,Intermediate,50,20,4,53,56,69,54,1,2,A,2,10,0,13,27,R
58072,58073,18-30,Female,Intermediate,45,25,25,98,43,10,48,9,4,C,4,8,28,3,9,R
58063,58064,18-30,Female,Intermediate,43,2,22,65,79,36,65,0,0,C,17,28,40,17,18,D
58052,58053,18-30,Female,Intermediate,47,24,6,26,69,66,72,4,1,B,11,20,32,14,2,R
20056,20057,18-30,Female,Intermediate,36,15,12,43,23,27,32,4,2,C,12,6,49,17,13,R
60322,60323,18-30,Female,Intermediate,19,1,14,27,31,73,91,1,4,B,16,22,25,4,2,D
20053,20054,18-30,Female,Intermediate,23,23,7,51,18,67,52,7,2,A,8,31,1,3,8,D
58665,58666,18-30,Female,Intermediate,18,30,20,24,35,20,51,2,1,C,12,35,49,2,21,R
19776,19777,18-30,Female,Intermediate,12,21,25,13,96,90,72,3,3,C,4,19,27,5,26,R
59015,59016,18-30,Female,Intermediate,9,15,12,95,99,52,64,7,3,A,17,21,11,15,29,D
58985,58986,18-30,Female,Intermediate,20,24,12,91,17,87,5,5,2,A,18,27,25,14,26,R
58974,58975,18-30,Female,Intermediate,34,23,20,58,100,12,46,1,4,C,15,26,4,8,26,D
58967,58968,18-30,Female,Intermediate,23,16,24,43,80,66,41,3,4,A,6,16,4,2,16,R
58921,58922,18-30,Female,Intermediate,11,28,5,32,13,14,9,2,3,B,12,27,9,2,7,R
19875,19876,18-30,Female,Intermediate,3,0,19,52,65,67,77,0,3,A,0,19,21,10,2,R
58919,58920,18-30,Female,Intermediate,50,23,11,94,9,85,7,4,1,A,6,31,34,1,16,R
58917,58918,18-30,Female,Intermediate,24,4,0,34,11,95,99,8,1,A,0,28,34,12,4,D
58914,58915,18-30,Female,Intermediate,41,5,25,0,36,76,32,1,4,A,5,1,23,6,23,R
58911,58912,18-30,Female,Intermediate,49,5,21,42,27,70,12,6,0,B,15,12,2,3,18,D
58887,58888,18-30,Female,Intermediate,26,7,3,7,7,67,69,0,0,C,14,26,1,12,25,R
19908,19909,18-30,Female,Intermediate,28,23,20,70,42,29,31,9,3,B,15,27,23,4,15,R
58865,58866,18-30,Female,Intermediate,24,23,0,77,69,33,2,0,2,A,9,24,2,8,0,R
19933,19934,18-30,Female,Intermediate,11,4,9,72,46,78,24,7,3,A,1,5,15,3,26,D
58826,58827,18-30,Female,Intermediate,0,14,11,52,31,10,11,0,2,A,14,25,18,2,22,R
58819,58820,18-30,Female,Intermediate,23,12,19,66,14,27,41,2,4,C,16,32,18,15,18,D
58818,58819,18-30,Female,Intermediate,9,6,14,61,26,16,100,7,2,A,18,12,28,4,25,R
19966,19967,18-30,Female,Intermediate,30,15,21,0,14,50,24,3,0,A,8,19,11,6,0,R
58768,58769,18-30,Female,Intermediate,42,24,6,49,52,96,77,2,0,B,12,25,20,2,22,D
58756,58757,18-30,Female,Intermediate,37,12,18,41,63,88,83,10,4,B,0,30,2,4,30,R
58744,58745,18-30,Female,Intermediate,42,20,2,27,1,14,19,5,3,C,9,6,13,12,26,D
58738,58739,18-30,Female,Intermediate,38,1,8,27,62,7,46,2,2,C,10,7,15,15,0,R
58691,58692,18-30,Female,Intermediate,33,16,7,38,20,99,64,0,3,C,6,26,16,20,29,D
58675,58676,18-30,Female,Intermediate,11,0,4,75,90,87,13,7,0,B,16,36,19,2,26,R
20023,20024,18-30,Female,Intermediate,4,15,11,11,30,28,90,7,2,A,13,7,31,11,27,D
20025,20026,18-30,Female,Intermediate,49,8,24,79,35,80,29,0,1,B,3,4,41,14,10,R
58670,58671,18-30,Female,Intermediate,17,11,18,35,41,78,19,4,4,C,7,1,9,9,27,R
20032,20033,18-30,Female,Intermediate,38,17,20,59,75,55,61,5,2,B,4,11,10,3,5,D
20045,20046,18-30,Female,Intermediate,49,6,21,28,73,53,68,10,0,B,7,14,23,10,29,D
20345,20346,18-30,Female,Intermediate,37,23,16,2,22,60,65,10,2,B,14,17,16,2,23,D
60329,60330,18-30,Female,Intermediate,0,8,20,64,42,43,14,7,2,C,2,24,44,8,17,R
60421,60422,18-30,Female,Intermediate,5,10,6,59,2,87,19,1,2,A,11,35,11,6,6,D
62702,62703,18-30,Female,Intermediate,31,11,8,31,53,18,56,0,4,C,5,3,34,16,9,R
18055,18056,18-30,Female,Intermediate,38,25,23,19,43,62,71,8,0,C,17,3,10,13,6,R
62669,62670,18-30,Female,Intermediate,1,30,10,4,15,19,74,7,2,C,13,27,17,13,21,D
62646,62647,18-30,Female,Intermediate,25,7,9,79,69,35,86,6,3,C,5,8,40,16,25,D
18073,18074,18-30,Female,Intermediate,23,30,9,2,16,18,26,0,0,B,12,9,2,4,24,R
18076,18077,18-30,Female,Intermediate,10,17,23,89,11,11,27,10,0,B,14,16,27,0,25,R
18081,18082,18-30,Female,Intermediate,36,0,1,46,92,23,99,9,3,C,7,18,42,13,3,R
62634,62635,18-30,Female,Intermediate,39,14,11,9,45,34,52,7,2,B,4,7,24,8,26,R
62577,62578,18-30,Female,Intermediate,40,26,19,58,10,24,25,9,2,C,2,8,48,7,26,R
62551,62552,18-30,Female,Intermediate,42,28,13,40,4,5,88,1,2,B,9,19,50,6,29,D
62532,62533,18-30,Female,Intermediate,46,29,17,21,11,96,2,1,1,B,5,10,4,20,9,D
62501,62502,18-30,Female,Intermediate,11,13,14,58,3,17,60,7,4,C,2,26,5,13,3,D
62493,62494,18-30,Female,Intermediate,0,15,9,78,98,10,42,8,1,A,3,35,43,18,28,R
62707,62708,18-30,Female,Intermediate,28,3,17,2,46,4,61,4,1,C,3,8,43,10,26,D
62458,62459,18-30,Female,Intermediate,24,2,14,59,81,95,44,9,3,C,1,27,6,12,2,D
62323,62324,18-30,Female,Intermediate,31,1,7,31,81,38,22,0,0,A,4,13,17,17,1,D
62322,62323,18-30,Female,Intermediate,18,4,0,19,69,11,38,2,4,A,12,30,29,19,1,R
62296,62297,18-30,Female,Intermediate,30,16,3,84,77,60,71,4,3,B,18,35,20,14,1,R
18272,18273,18-30,Female,Intermediate,41,15,20,1,7,34,95,7,3,B,1,6,17,10,30,D
62283,62284,18-30,Female,Intermediate,16,26,9,92,47,5,99,2,0,A,14,14,24,4,18,R
62279,62280,18-30,Female,Intermediate,2,19,0,28,54,38,18,2,4,C,11,6,17,11,19,R
62276,62277,18-30,Female,Intermediate,8,23,13,43,91,8,90,2,3,A,17,23,9,18,16,D
62240,62241,18-30,Female,Intermediate,9,10,23,59,54,67,17,4,1,B,14,5,26,6,17,D
62239,62240,18-30,Female,Intermediate,7,6,19,72,70,43,76,4,0,B,5,9,20,9,16,D
62237,62238,18-30,Female,Intermediate,32,5,4,83,54,100,11,7,4,C,6,10,1,2,4,D
18346,18347,18-30,Female,Intermediate,25,1,16,73,76,85,56,6,0,A,12,33,19,15,13,D
62170,62171,18-30,Female,Intermediate,33,4,16,80,73,41,61,1,1,B,11,31,19,1,17,R
62140,62141,18-30,Female,Intermediate,9,22,4,89,80,78,71,5,3,B,4,32,23,13,23,R
62369,62370,18-30,Female,Intermediate,29,30,17,81,63,45,4,4,2,A,10,12,38,4,5,R
18024,18025,18-30,Female,Intermediate,21,21,16,60,23,26,80,2,3,C,16,1,15,17,2,D
62756,62757,18-30,Female,Intermediate,31,27,18,11,14,88,55,9,4,C,9,3,14,12,11,R
62764,62765,18-30,Female,Intermediate,23,9,9,66,38,65,29,5,3,C,0,35,34,6,24,R
63228,63229,18-30,Female,Intermediate,0,0,21,56,56,95,48,3,4,A,16,9,12,9,13,R
63163,63164,18-30,Female,Intermediate,18,1,25,24,14,36,70,7,4,A,2,12,36,2,9,R
17776,17777,18-30,Female,Intermediate,10,16,10,94,45,25,69,9,0,C,9,35,28,5,26,R
63093,63094,18-30,Female,Intermediate,19,21,8,43,1,43,10,9,0,B,13,18,44,8,4,D
17802,17803,18-30,Female,Intermediate,44,17,17,57,86,43,44,3,2,A,13,30,20,17,24,R
17816,17817,18-30,Female,Intermediate,24,22,14,22,29,35,45,7,1,C,1,17,20,17,17,R
63076,63077,18-30,Female,Intermediate,25,3,22,55,23,60,67,4,4,B,3,6,25,1,18,D
63051,63052,18-30,Female,Intermediate,45,5,13,28,63,60,50,10,0,C,4,34,0,11,2,D
63048,63049,18-30,Female,Intermediate,46,15,23,62,70,81,79,8,0,B,17,23,24,1,12,R
63028,63029,18-30,Female,Intermediate,13,2,4,9,68,27,51,1,3,A,12,0,42,4,12,R
63022,63023,18-30,Female,Intermediate,13,7,21,15,55,37,38,4,2,C,10,5,42,0,23,R
17877,17878,18-30,Female,Intermediate,22,6,11,24,33,88,64,3,4,C,6,29,13,9,6,D
63001,63002,18-30,Female,Intermediate,41,24,9,36,69,67,37,4,0,A,12,18,6,12,27,R
17883,17884,18-30,Female,Intermediate,17,14,9,11,25,42,32,4,3,B,7,33,15,11,26,R
17903,17904,18-30,Female,Intermediate,4,5,3,28,4,18,90,3,1,C,12,2,11,17,8,D
62980,62981,18-30,Female,Intermediate,38,0,7,27,55,96,10,9,1,B,3,31,34,18,9,R
17911,17912,18-30,Female,Intermediate,32,28,17,71,39,7,30,9,1,C,15,26,22,19,19,D
17917,17918,18-30,Female,Intermediate,5,15,1,79,94,94,94,8,4,C,14,29,23,6,4,R
17920,17921,18-30,Female,Intermediate,8,1,21,4,18,15,67,2,3,B,2,18,23,4,6,R
62939,62940,18-30,Female,Intermediate,39,13,14,94,48,28,88,0,3,C,14,0,19,19,7,D
17930,17931,18-30,Female,Intermediate,25,2,10,62,10,87,52,2,3,C,17,25,34,14,7,R
62929,62930,18-30,Female,Intermediate,19,27,10,51,6,64,67,7,1,A,18,29,15,11,5,D
62913,62914,18-30,Female,Intermediate,12,13,10,34,81,83,81,1,2,A,14,8,12,4,14,D
17935,17936,18-30,Female,Intermediate,5,20,16,46,74,90,29,9,3,C,8,22,0,3,21,R
62901,62902,18-30,Female,Intermediate,40,4,15,37,46,4,13,10,0,A,17,2,5,9,6,R
62883,62884,18-30,Female,Intermediate,7,14,9,76,55,9,15,0,0,B,14,10,38,10,17,D
62830,62831,18-30,Female,Intermediate,17,18,4,80,34,20,18,0,2,C,4,23,27,4,21,D
18003,18004,18-30,Female,Intermediate,45,11,10,7,39,88,48,2,2,A,0,18,44,7,13,D
62782,62783,18-30,Female,Intermediate,44,19,6,11,86,41,1,10,0,C,18,27,34,9,26,D
18362,18363,18-30,Female,Intermediate,1,8,20,45,3,79,65,3,3,C,3,19,39,14,12,R
62102,62103,18-30,Female,Intermediate,23,29,0,12,32,97,31,7,0,B,17,29,17,17,17,D
62019,62020,18-30,Female,Intermediate,31,8,21,71,99,54,65,10,3,A,3,4,0,16,7,D
61998,61999,18-30,Female,Intermediate,41,14,14,26,29,16,79,3,0,B,8,20,18,3,15,R
18812,18813,18-30,Female,Intermediate,46,28,14,2,9,12,26,1,4,A,11,36,47,10,26,D
61031,61032,18-30,Female,Intermediate,5,24,2,80,44,76,72,10,1,A,14,7,36,15,14,D
18832,18833,18-30,Female,Intermediate,39,19,13,37,20,44,94,5,1,A,18,23,29,5,29,R
18841,18842,18-30,Female,Intermediate,25,23,25,83,47,88,15,6,4,C,8,20,41,1,10,R
18850,18851,18-30,Female,Intermediate,27,24,13,90,31,17,18,4,1,C,12,20,8,20,18,D
18867,18868,18-30,Female,Intermediate,8,24,13,66,21,3,48,1,4,B,14,33,39,1,9,R
61011,61012,18-30,Female,Intermediate,13,2,23,17,90,62,73,0,4,C,13,30,36,15,15,D
61010,61011,18-30,Female,Intermediate,17,30,7,21,21,9,9,7,0,A,4,32,7,19,15,R
60984,60985,18-30,Female,Intermediate,9,15,25,2,86,57,1,0,2,C,5,17,28,20,3,D
18896,18897,18-30,Female,Intermediate,5,23,3,45,28,17,34,2,1,C,4,12,26,1,8,R
60896,60897,18-30,Female,Intermediate,1,30,20,51,89,38,41,10,3,C,13,36,2,18,16,D
60877,60878,18-30,Female,Intermediate,2,0,6,78,78,23,2,9,4,A,18,20,42,2,15,D
60849,60850,18-30,Female,Intermediate,14,10,2,21,87,53,87,4,0,C,14,29,5,16,8,R
60812,60813,18-30,Female,Intermediate,11,19,14,70,78,27,27,10,2,C,18,14,11,16,13,R
60794,60795,18-30,Female,Intermediate,32,5,23,78,29,61,5,4,1,B,0,10,45,8,4,R
60777,60778,18-30,Female,Intermediate,40,5,1,63,91,96,0,8,0,B,11,1,13,11,24,R
60718,60719,18-30,Female,Intermediate,26,19,21,25,14,78,9,4,0,A,11,16,36,9,5,R
60703,60704,18-30,Female,Intermediate,44,0,8,56,21,1,21,8,1,B,11,22,16,2,23,D
19012,19013,18-30,Female,Intermediate,16,15,20,59,4,87,98,4,3,C,1,34,18,9,24,R
60686,60687,18-30,Female,Intermediate,50,19,8,9,17,59,19,2,0,C,17,30,20,9,22,R
60681,60682,18-30,Female,Intermediate,43,17,12,80,5,31,31,0,4,C,9,19,33,1,0,R
60677,60678,18-30,Female,Intermediate,40,25,9,31,39,62,12,3,3,B,12,25,10,3,21,R
60664,60665,18-30,Female,Intermediate,48,10,3,88,99,2,2,2,1,A,3,12,32,9,1,D
60649,60650,18-30,Female,Intermediate,4,21,16,87,42,61,87,9,1,C,14,32,30,8,1,D
19084,19085,18-30,Female,Intermediate,18,18,18,50,50,27,35,1,2,A,10,29,30,19,28,R
60608,60609,18-30,Female,Intermediate,29,26,24,39,48,23,27,1,1,A,14,20,22,6,0,D
60535,60536,18-30,Female,Intermediate,22,3,16,11,38,79,11,6,3,B,15,16,18,18,12,R
19129,19130,18-30,Female,Intermediate,39,30,7,71,39,83,33,6,0,A,6,14,2,9,24,D
19131,19132,18-30,Female,Intermediate,15,30,5,49,38,31,85,1,3,C,0,2,27,8,13,D
61102,61103,18-30,Female,Intermediate,36,20,16,30,52,1,28,8,4,B,11,27,0,15,10,R
60392,60393,18-30,Female,Intermediate,30,28,19,54,99,4,95,3,4,B,6,7,5,7,24,D
61119,61120,18-30,Female,Intermediate,3,7,10,18,85,56,11,10,0,C,18,27,20,10,19,R
61158,61159,18-30,Female,Intermediate,41,2,10,45,1,56,59,8,4,A,4,23,19,17,22,R
61975,61976,18-30,Female,Intermediate,4,16,7,33,50,81,33,8,4,A,15,24,34,8,18,D
61919,61920,18-30,Female,Intermediate,32,30,12,90,78,71,7,4,3,A,2,34,36,17,29,D
18455,18456,18-30,Female,Intermediate,44,12,17,26,10,0,40,2,1,B,16,3,38,18,17,D
61849,61850,18-30,Female,Intermediate,29,21,7,22,36,14,50,8,1,B,18,0,50,9,30,R
61767,61768,18-30,Female,Intermediate,28,0,24,24,62,12,60,6,3,B,0,26,23,12,5,R
18488,18489,18-30,Female,Intermediate,0,0,24,40,80,80,40,3,4,A,8,28,7,6,29,R
18494,18495,18-30,Female,Intermediate,46,13,18,19,46,76,7,6,2,A,10,12,26,5,14,R
61750,61751,18-30,Female,Intermediate,18,27,16,15,98,12,44,2,2,C,7,31,16,18,1,R
61635,61636,18-30,Female,Intermediate,39,20,2,85,3,98,9,0,4,B,13,32,7,19,6,D
18538,18539,18-30,Female,Intermediate,27,29,23,29,56,4,71,0,3,B,15,29,0,20,16,D
18562,18563,18-30,Female,Intermediate,45,10,5,82,1,28,86,1,1,C,6,18,23,11,29,D
18563,18564,18-30,Female,Intermediate,32,13,13,63,10,9,66,0,3,B,17,35,40,4,27,D
61613,61614,18-30,Female,Intermediate,43,24,1,92,83,54,17,2,1,A,17,28,2,4,4,D
18577,18578,18-30,Female,Intermediate,8,21,12,100,32,49,25,3,4,A,0,11,37,17,15,R
61533,61534,18-30,Female,Intermediate,42,12,0,46,78,18,74,8,1,A,12,4,34,17,6,D
18594,18595,18-30,Female,Intermediate,16,4,19,50,93,9,20,5,4,B,14,20,2,12,30,D
61508,61509,18-30,Female,Intermediate,21,2,3,93,47,84,64,2,2,A,13,3,9,8,1,R
18617,18618,18-30,Female,Intermediate,39,24,21,42,81,61,72,2,3,B,0,11,11,11,1,R
61496,61497,18-30,Female,Intermediate,27,18,24,88,27,38,24,4,3,A,14,7,28,16,14,R
18634,18635,18-30,Female,Intermediate,33,6,22,91,58,60,1,6,4,A,1,35,4,13,11,D
61457,61458,18-30,Female,Intermediate,0,12,25,11,67,10,74,1,1,B,3,19,13,1,22,D
61446,61447,18-30,Female,Intermediate,27,28,17,15,11,51,38,10,4,B,9,1,1,2,5,R
18663,18664,18-30,Female,Intermediate,46,7,16,94,37,95,37,7,3,B,14,29,49,11,29,R
61428,61429,18-30,Female,Intermediate,42,1,22,39,24,14,88,5,0,B,2,1,17,7,13,R
61421,61422,18-30,Female,Intermediate,22,10,15,29,78,52,92,8,3,C,1,17,47,8,17,R
61312,61313,18-30,Female,Intermediate,26,6,13,49,59,95,11,2,0,A,12,24,49,4,29,D
61281,61282,18-30,Female,Intermediate,31,15,7,37,100,28,3,5,4,C,15,32,25,12,2,R
18694,18695,18-30,Female,Intermediate,38,20,10,50,6,79,92,6,1,A,14,29,43,6,4,R
61258,61259,18-30,Female,Intermediate,9,27,11,63,37,97,62,2,3,B,7,27,10,14,24,D
18724,18725,18-30,Female,Intermediate,21,28,12,87,42,17,82,6,4,A,2,27,3,6,20,R
58051,58052,18-30,Female,Intermediate,18,6,13,2,5,99,21,4,2,C,16,21,40,17,23,D
58008,58009,18-30,Female,Intermediate,6,0,2,76,13,68,95,10,2,B,6,27,19,4,8,R
57990,57991,18-30,Female,Intermediate,10,1,20,11,24,57,78,9,3,B,11,6,5,5,24,D
54905,54906,18-30,Female,Intermediate,34,25,6,54,52,91,39,6,4,C,4,26,19,0,7,D
21843,21844,18-30,Female,Intermediate,0,25,14,48,64,65,100,8,4,A,14,5,12,5,4,D
54822,54823,18-30,Female,Intermediate,25,11,3,5,45,80,42,10,3,A,14,18,47,2,4,D
