,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
43420,43421,18-30,Female,Beginner,3,15,2,77,4,73,54,6,1,A,13,0,27,2,29,D
43416,43417,18-30,Female,Beginner,4,16,17,40,99,62,35,10,1,C,9,34,20,10,27,D
43413,43414,18-30,Female,Beginner,11,1,25,73,84,97,21,2,2,B,10,5,39,15,27,R
57761,57762,18-30,Female,Beginner,41,3,3,41,76,91,2,10,1,A,17,0,35,2,8,D
57762,57763,18-30,Female,Beginner,15,2,3,33,3,78,100,6,0,B,7,4,34,10,24,D
57624,57625,18-30,Female,Beginner,42,23,0,75,80,42,33,7,4,C,7,16,22,19,11,D
43411,43412,18-30,Female,Beginner,11,27,18,2,14,14,99,7,1,B,7,35,8,12,26,R
43419,43420,18-30,Female,Beginner,17,7,17,21,66,30,51,0,1,A,3,27,24,20,11,R
43267,43268,18-30,Female,Beginner,5,26,1,14,11,5,6,8,3,B,17,0,16,10,26,D
41656,41657,18-30,Female,Beginner,16,1,14,85,0,56,13,6,3,A,16,16,48,16,17,R
12554,12555,18-30,Female,Beginner,21,3,17,72,65,47,19,10,3,A,11,10,46,6,30,R
42285,42286,18-30,Female,Beginner,27,7,3,23,60,82,93,6,4,B,7,19,31,1,18,D
84697,84698,18-30,Female,Beginner,4,27,7,8,85,52,47,5,3,B,18,18,8,0,13,R
42332,42333,18-30,Female,Beginner,24,14,17,47,53,58,5,1,4,A,18,14,8,14,11,R
59044,59045,18-30,Female,Beginner,34,2,6,59,65,68,34,4,3,C,17,21,1,13,30,R
59043,59044,18-30,Female,Beginner,36,9,18,82,35,20,53,4,1,C,3,0,17,17,22,R
42335,42336,18-30,Female,Beginner,41,1,24,18,44,21,85,0,3,C,2,25,32,1,6,R
42257,42258,18-30,Female,Beginner,36,22,7,53,67,72,20,8,2,C,13,12,23,5,9,R
12628,12629,18-30,Female,Beginner,8,30,1,2,83,16,28,2,0,A,0,31,16,10,5,D
84670,84671,18-30,Female,Beginner,24,1,12,26,20,71,21,3,4,C,6,31,6,13,25,R
58998,58999,18-30,Female,Beginner,0,18,20,79,88,2,2,6,4,B,16,19,0,2,10,R
42249,42250,18-30,Female,Beginner,21,13,2,50,63,68,28,8,1,A,13,25,1,7,8,R
42229,42230,18-30,Female,Beginner,8,21,12,62,66,30,53,10,3,B,1,14,43,3,28,D
42446,42447,18-30,Female,Beginner,3,5,1,88,31,29,97,5,1,B,3,15,45,2,11,D
13141,13142,18-30,Female,Beginner,2,23,12,68,95,13,30,7,4,C,17,36,6,5,5,D
42414,42415,18-30,Female,Beginner,1,14,22,31,48,85,77,1,0,A,15,21,43,1,13,D
58843,58844,18-30,Female,Beginner,4,23,10,85,60,25,34,0,0,A,14,8,4,6,3,R
58830,58831,18-30,Female,Beginner,15,15,13,18,84,10,83,7,0,A,18,10,10,16,9,D
59298,59299,18-30,Female,Beginner,8,28,10,79,66,22,38,4,0,B,2,1,9,3,15,R
41804,41805,18-30,Female,Beginner,39,14,16,7,58,36,32,5,3,B,3,9,45,9,21,D
59312,59313,18-30,Female,Beginner,1,29,5,12,64,16,13,5,4,A,6,33,45,0,29,D
41801,41802,18-30,Female,Beginner,40,30,5,79,73,12,11,8,4,A,11,6,38,14,5,R
59326,59327,18-30,Female,Beginner,10,18,14,81,62,41,35,10,4,A,7,25,4,17,9,R
41959,41960,18-30,Female,Beginner,12,12,21,57,88,29,40,5,0,A,12,24,8,1,22,R
42278,42279,18-30,Female,Beginner,1,14,20,7,65,4,62,1,4,C,1,20,12,1,28,D
13126,13127,18-30,Female,Beginner,50,15,12,61,35,100,60,0,2,B,8,22,5,11,0,D
41949,41950,18-30,Female,Beginner,43,28,3,47,93,60,20,7,1,C,18,35,21,4,19,D
58769,58770,18-30,Female,Beginner,22,14,17,99,100,19,45,7,3,B,15,17,19,1,16,R
41896,41897,18-30,Female,Beginner,20,24,14,39,79,44,20,5,0,A,5,20,4,14,13,D
41893,41894,18-30,Female,Beginner,11,12,14,56,85,25,89,1,3,C,12,15,22,3,28,R
84693,84694,18-30,Female,Beginner,20,1,3,10,41,73,21,4,4,A,18,30,47,12,17,R
42165,42166,18-30,Female,Beginner,2,8,0,50,75,79,17,3,4,C,13,3,38,2,8,D
59360,59361,18-30,Female,Beginner,43,5,4,25,37,20,67,9,1,C,18,34,42,14,6,R
56987,56988,18-30,Female,Beginner,0,4,16,90,95,0,82,1,4,B,4,15,12,14,23,R
58956,58957,18-30,Female,Beginner,28,17,7,86,58,39,14,8,0,C,4,19,17,15,4,R
58975,58976,18-30,Female,Beginner,2,25,6,96,17,50,41,6,1,B,9,33,13,5,18,D
84796,84797,18-30,Female,Beginner,20,2,24,56,18,22,58,8,2,B,17,4,29,14,28,R
41156,41157,18-30,Female,Beginner,4,23,7,75,21,66,9,2,0,C,12,7,5,5,0,D
57097,57098,18-30,Female,Beginner,33,4,5,86,10,78,70,2,2,B,11,21,47,15,12,R
84810,84811,18-30,Female,Beginner,10,9,0,98,22,34,13,9,0,B,8,16,21,9,23,D
57165,57166,18-30,Female,Beginner,22,8,8,54,92,88,40,7,3,C,7,5,39,6,10,D
57146,57147,18-30,Female,Beginner,41,20,22,32,12,85,21,10,0,A,10,21,14,1,16,R
12701,12702,18-30,Female,Beginner,30,19,22,79,100,19,34,9,4,B,8,28,14,14,20,D
57123,57124,18-30,Female,Beginner,37,12,22,39,4,37,2,8,2,A,0,18,42,10,30,R
57111,57112,18-30,Female,Beginner,21,10,7,94,31,99,73,3,4,A,4,0,45,19,4,D
57105,57106,18-30,Female,Beginner,7,30,17,3,69,17,77,3,1,B,14,14,13,19,13,D
56849,56850,18-30,Female,Beginner,14,20,9,88,85,41,70,2,3,B,12,24,27,0,8,R
41083,41084,18-30,Female,Beginner,17,2,9,73,4,41,99,5,2,C,15,31,32,10,8,D
12675,12676,18-30,Female,Beginner,33,27,18,26,7,72,87,6,0,C,12,2,23,8,18,R
84860,84861,18-30,Female,Beginner,27,12,8,83,15,36,78,9,1,C,16,34,33,12,1,D
41317,41318,18-30,Female,Beginner,26,11,15,0,5,49,79,3,1,B,8,15,25,19,2,D
56804,56805,18-30,Female,Beginner,15,14,23,75,100,14,5,10,3,B,9,3,8,8,21,R
84862,84863,18-30,Female,Beginner,2,29,22,78,42,45,92,5,3,A,4,8,7,1,29,D
58982,58983,18-30,Female,Beginner,10,3,1,38,20,62,73,10,4,B,2,36,13,2,7,D
42262,42263,18-30,Female,Beginner,4,5,3,52,98,73,25,1,3,A,10,31,47,18,8,D
41767,41768,18-30,Female,Beginner,32,14,9,49,59,40,93,8,0,C,0,31,28,12,7,D
41270,41271,18-30,Female,Beginner,23,10,20,82,64,5,34,7,0,C,4,11,33,16,13,D
41264,41265,18-30,Female,Beginner,41,9,21,94,28,66,14,6,1,B,10,0,19,8,19,D
56913,56914,18-30,Female,Beginner,2,27,15,90,69,69,66,10,1,C,7,4,11,0,1,D
58969,58970,18-30,Female,Beginner,33,27,17,43,54,34,1,6,3,C,5,19,21,1,28,R
56915,56916,18-30,Female,Beginner,43,18,4,14,99,1,60,7,0,B,18,2,30,3,16,R
56964,56965,18-30,Female,Beginner,1,5,22,75,78,78,69,1,1,C,18,27,22,18,21,D
12673,12674,18-30,Female,Beginner,9,17,10,11,31,43,71,4,1,A,17,28,42,19,4,D
41279,41280,18-30,Female,Beginner,12,26,19,84,47,63,81,1,3,C,12,26,6,3,9,D
56872,56873,18-30,Female,Beginner,26,30,16,10,93,97,49,6,3,A,14,15,32,18,14,D
41377,41378,18-30,Female,Beginner,11,24,22,38,0,23,14,6,1,B,5,21,35,6,23,R
41339,41340,18-30,Female,Beginner,5,22,21,41,1,7,74,0,0,C,2,33,23,20,22,R
41276,41277,18-30,Female,Beginner,38,22,23,31,48,0,71,9,1,A,4,14,37,19,11,D
12898,12899,18-30,Female,Beginner,45,10,2,97,21,63,93,1,1,B,18,2,11,17,1,R
57823,57824,18-30,Female,Beginner,46,6,23,67,25,69,3,5,0,B,8,35,48,14,16,D
57826,57827,18-30,Female,Beginner,48,21,15,73,60,35,3,4,1,B,16,22,41,3,23,D
85164,85165,18-30,Female,Beginner,27,6,3,99,6,50,47,6,3,B,11,17,37,6,25,R
85179,85180,18-30,Female,Beginner,35,0,6,62,76,42,26,3,0,C,8,25,22,20,19,R
43196,43197,18-30,Female,Beginner,39,29,12,16,18,82,61,7,2,A,5,7,6,13,23,D
62232,62233,18-30,Female,Beginner,25,6,22,47,55,94,61,3,2,C,11,19,31,20,23,D
43206,43207,18-30,Female,Beginner,30,0,15,47,5,80,86,5,2,C,17,24,18,3,22,D
13737,13738,18-30,Female,Beginner,17,29,10,97,74,19,64,4,0,C,6,12,48,5,5,R
85189,85190,18-30,Female,Beginner,50,18,14,29,100,6,70,0,3,A,0,19,2,7,4,D
43078,43079,18-30,Female,Beginner,30,9,24,65,92,83,58,8,0,B,8,18,35,13,13,R
62402,62403,18-30,Female,Beginner,6,15,23,64,76,28,43,1,4,C,1,8,23,16,4,R
62372,62373,18-30,Female,Beginner,23,6,14,66,99,44,28,8,4,C,10,12,28,1,8,R
62365,62366,18-30,Female,Beginner,45,16,22,80,64,74,54,9,4,B,14,21,43,1,28,R
62348,62349,18-30,Female,Beginner,14,1,13,3,54,0,55,10,4,A,4,1,22,1,16,R
42613,42614,18-30,Female,Beginner,3,21,10,90,73,92,39,2,0,C,13,33,33,14,18,R
62335,62336,18-30,Female,Beginner,44,7,3,94,96,83,51,7,0,C,7,17,48,7,28,D
13744,13745,18-30,Female,Beginner,29,11,14,51,97,16,19,3,3,C,16,3,32,7,3,D
42639,42640,18-30,Female,Beginner,21,16,0,67,19,90,84,2,1,B,14,7,48,10,24,R
42661,42662,18-30,Female,Beginner,18,21,11,57,7,87,58,6,2,B,10,18,6,20,27,D
13800,13801,18-30,Female,Beginner,39,4,22,20,42,69,24,2,0,C,7,0,19,19,30,D
42572,42573,18-30,Female,Beginner,36,26,23,45,27,64,32,4,2,A,11,32,45,16,30,D
85085,85086,18-30,Female,Beginner,37,10,24,89,60,65,36,0,0,A,18,13,34,20,12,R
42539,42540,18-30,Female,Beginner,31,16,11,17,50,98,60,8,2,A,8,15,9,8,15,D
61363,61364,18-30,Female,Beginner,7,25,24,11,55,50,81,3,4,C,14,0,40,4,6,R
42529,42530,18-30,Female,Beginner,48,24,21,14,17,72,48,1,2,A,1,20,46,0,0,D
62312,62313,18-30,Female,Beginner,45,4,20,24,20,83,45,0,2,A,7,33,35,4,18,R
42516,42517,18-30,Female,Beginner,34,15,20,32,48,43,46,8,3,C,7,12,12,16,26,D
61385,61386,18-30,Female,Beginner,32,13,11,84,68,2,70,2,1,A,18,30,4,5,0,R
61396,61397,18-30,Female,Beginner,38,16,20,37,47,82,91,4,1,B,3,18,2,0,25,R
61410,61411,18-30,Female,Beginner,17,12,19,90,85,34,28,6,0,A,15,18,12,15,24,D
42601,42602,18-30,Female,Beginner,26,12,1,48,87,26,25,3,1,A,16,7,8,9,24,R
61253,61254,18-30,Female,Beginner,41,23,3,87,69,78,9,4,3,C,9,0,42,16,25,D
85068,85069,18-30,Female,Beginner,3,18,5,73,41,56,65,10,1,B,5,2,13,12,29,R
61381,61382,18-30,Female,Beginner,35,4,22,12,38,5,86,7,4,A,18,7,23,10,23,D
61109,61110,18-30,Female,Beginner,44,13,25,13,81,83,37,4,0,A,7,7,40,1,0,R
42857,42858,18-30,Female,Beginner,49,28,19,34,11,56,94,3,3,A,14,18,28,11,13,D
62287,62288,18-30,Female,Beginner,44,11,25,71,30,56,73,0,0,C,1,25,37,8,25,D
84933,84934,18-30,Female,Beginner,47,0,3,59,78,92,52,0,2,C,13,22,16,9,26,D
61928,61929,18-30,Female,Beginner,29,21,21,39,94,19,62,0,1,C,4,25,32,19,13,R
61929,61930,18-30,Female,Beginner,8,19,25,36,56,66,19,6,2,B,11,4,26,12,15,R
38851,38852,18-30,Female,Beginner,6,21,19,22,83,72,53,3,1,C,1,28,12,6,15,R
38856,38857,18-30,Female,Beginner,9,8,15,51,75,30,65,1,1,C,12,6,21,11,6,R
13717,13718,18-30,Female,Beginner,9,24,13,83,26,28,47,10,2,C,0,13,13,13,1,D
38866,38867,18-30,Female,Beginner,7,25,5,11,5,96,100,7,2,B,15,24,13,20,30,D
84946,84947,18-30,Female,Beginner,32,10,6,41,12,3,71,10,1,C,17,36,45,1,22,D
42969,42970,18-30,Female,Beginner,23,10,22,8,15,45,32,8,3,C,3,20,40,8,6,R
13708,13709,18-30,Female,Beginner,50,0,1,47,26,15,89,5,0,C,11,26,14,2,26,D
61961,61962,18-30,Female,Beginner,49,1,4,99,10,86,85,3,4,C,4,30,17,10,2,R
76704,76705,18-30,Female,Beginner,31,14,13,5,89,88,63,0,4,C,16,32,21,11,17,R
43008,43009,18-30,Female,Beginner,14,29,21,82,53,100,40,9,2,A,14,30,32,7,30,R
43018,43019,18-30,Female,Beginner,47,7,16,78,20,77,35,8,4,B,13,32,26,5,28,R
85042,85043,18-30,Female,Beginner,24,23,25,76,58,94,69,2,2,B,18,3,18,13,1,R
62537,62538,18-30,Female,Beginner,7,3,9,59,91,15,79,7,3,A,13,25,28,11,16,D
13680,13681,18-30,Female,Beginner,37,18,23,36,40,44,10,7,3,C,12,27,47,16,23,R
62305,62306,18-30,Female,Beginner,49,30,5,50,42,8,87,9,1,C,1,35,40,13,2,D
62306,62307,18-30,Female,Beginner,28,0,20,18,89,97,16,7,3,A,16,0,26,12,25,R
13736,13737,18-30,Female,Beginner,3,23,11,83,15,37,6,1,1,A,18,27,41,6,10,R
42945,42946,18-30,Female,Beginner,49,2,6,17,50,28,6,2,1,C,2,18,48,7,8,D
62581,62582,18-30,Female,Beginner,15,27,6,30,38,80,60,6,0,B,4,27,42,13,0,D
42902,42903,18-30,Female,Beginner,10,29,20,10,11,2,72,8,3,A,17,25,15,18,24,R
42955,42956,18-30,Female,Beginner,5,20,14,63,26,9,57,5,4,C,11,27,15,18,7,R
42878,42879,18-30,Female,Beginner,16,21,18,3,15,70,79,4,0,A,8,10,48,9,1,D
42866,42867,18-30,Female,Beginner,13,0,24,26,7,78,62,9,1,A,2,10,30,11,19,R
13671,13672,18-30,Female,Beginner,2,18,0,82,40,68,41,0,0,C,18,15,23,17,17,D
62459,62460,18-30,Female,Beginner,3,20,20,32,43,16,12,3,3,B,13,16,29,17,20,D
62480,62481,18-30,Female,Beginner,50,27,9,71,50,91,47,7,1,B,5,24,11,18,13,D
62520,62521,18-30,Female,Beginner,15,1,23,90,71,15,45,6,3,B,5,31,22,6,10,D
43024,43025,18-30,Female,Beginner,33,28,19,91,9,57,80,6,3,B,2,13,9,1,3,D
85144,85145,18-30,Female,Beginner,7,27,23,77,47,79,70,9,2,C,18,27,40,18,15,D
61100,61101,18-30,Female,Beginner,38,1,1,54,64,5,50,9,4,B,17,17,14,11,8,R
61098,61099,18-30,Female,Beginner,38,11,24,3,28,91,79,1,4,B,4,26,39,4,20,R
42801,42802,18-30,Female,Beginner,2,3,4,91,95,16,39,9,4,B,1,13,48,15,22,D
43773,43774,18-30,Female,Beginner,41,27,17,14,45,100,40,10,3,B,18,14,6,17,27,D
43817,43818,18-30,Female,Beginner,26,14,6,11,46,95,80,7,1,A,13,23,9,16,0,D
57392,57393,18-30,Female,Beginner,41,4,4,99,75,63,80,8,1,B,4,0,42,10,24,R
57561,57562,18-30,Female,Beginner,45,26,11,86,1,31,68,0,4,C,13,23,45,19,29,R
57558,57559,18-30,Female,Beginner,36,12,10,7,90,42,39,8,0,A,18,16,9,2,17,R
57542,57543,18-30,Female,Beginner,13,7,15,20,61,4,81,0,2,A,0,26,39,5,24,D
57533,57534,18-30,Female,Beginner,12,2,24,74,63,23,43,5,3,C,10,21,39,4,18,R
57532,57533,18-30,Female,Beginner,28,23,6,15,39,57,12,0,2,C,12,26,28,15,22,R
57528,57529,18-30,Female,Beginner,25,25,7,83,77,61,42,9,4,A,6,15,18,19,23,D
57523,57524,18-30,Female,Beginner,25,26,16,50,34,99,27,10,1,B,17,7,16,14,21,R
57518,57519,18-30,Female,Beginner,0,5,25,61,93,60,78,0,4,A,14,19,32,15,3,R
57506,57507,18-30,Female,Beginner,22,25,2,92,2,39,26,6,3,B,3,36,43,5,21,D
43843,43844,18-30,Female,Beginner,7,12,6,55,28,26,83,0,4,B,13,24,34,4,25,D
43848,43849,18-30,Female,Beginner,39,5,11,89,32,19,29,7,0,A,5,36,35,6,4,D
57483,57484,18-30,Female,Beginner,34,10,4,22,76,23,42,7,1,A,13,7,49,16,29,R
57377,57378,18-30,Female,Beginner,30,2,13,63,93,54,33,4,4,A,7,15,12,5,22,D
57299,57300,18-30,Female,Beginner,31,28,16,100,49,35,8,10,1,B,4,35,18,14,21,R
57847,57848,18-30,Female,Beginner,17,18,22,8,50,48,77,4,4,C,6,19,32,10,10,D
84464,84465,18-30,Female,Beginner,1,18,5,2,75,27,36,8,4,A,14,27,16,7,16,R
57310,57311,18-30,Female,Beginner,16,23,8,92,74,87,29,9,4,B,17,34,50,1,10,R
43240,43241,18-30,Female,Beginner,39,6,4,40,11,57,46,10,3,A,2,13,39,17,4,D
43235,43236,18-30,Female,Beginner,33,0,22,41,48,73,73,6,3,B,15,31,35,20,6,R
43232,43233,18-30,Female,Beginner,0,2,20,81,54,86,34,10,3,B,8,26,23,3,30,R
43936,43937,18-30,Female,Beginner,42,11,4,30,90,82,19,1,0,C,18,23,1,0,2,D
84484,84485,18-30,Female,Beginner,37,7,15,24,21,100,65,10,1,A,17,36,3,11,3,D
12747,12748,18-30,Female,Beginner,29,18,17,18,50,74,78,3,4,A,8,17,43,5,23,D
43312,43313,18-30,Female,Beginner,11,14,2,68,42,65,9,9,4,B,4,13,17,5,13,D
43305,43306,18-30,Female,Beginner,40,11,0,62,38,56,36,10,0,B,9,33,4,5,6,R
43384,43385,18-30,Female,Beginner,41,27,11,52,70,1,18,2,0,B,18,6,48,19,1,D
12749,12750,18-30,Female,Beginner,35,8,8,22,80,9,48,8,4,B,10,5,36,15,23,R
57288,57289,18-30,Female,Beginner,12,17,5,14,97,5,51,10,4,B,0,32,5,1,8,R
43368,43369,18-30,Female,Beginner,1,8,16,32,38,91,58,1,4,A,10,8,34,1,13,D
43925,43926,18-30,Female,Beginner,39,3,11,93,29,70,94,7,1,B,8,28,1,20,4,D
43923,43924,18-30,Female,Beginner,25,16,15,18,22,19,26,10,0,A,2,23,44,0,23,R
57451,57452,18-30,Female,Beginner,42,19,4,56,65,46,43,3,1,B,12,8,36,15,12,D
42748,42749,18-30,Female,Beginner,35,6,11,24,89,9,73,1,1,A,0,22,35,16,18,R
42743,42744,18-30,Female,Beginner,10,7,0,40,52,78,71,1,2,A,12,36,37,1,18,D
61734,61735,18-30,Female,Beginner,40,12,12,2,2,41,50,9,3,C,9,35,1,3,16,R
61736,61737,18-30,Female,Beginner,17,17,7,18,0,99,16,7,0,B,2,26,2,7,17,R
61431,61432,18-30,Female,Beginner,8,14,5,13,54,24,51,1,2,A,17,3,37,3,20,D
13798,13799,18-30,Female,Beginner,7,1,5,34,55,46,70,7,3,B,1,15,34,14,16,D
43701,43702,18-30,Female,Beginner,35,21,10,74,3,79,35,5,3,B,0,5,42,5,11,D
61188,61189,18-30,Female,Beginner,3,24,19,83,16,35,100,3,2,A,5,4,25,3,28,D
42831,42832,18-30,Female,Beginner,50,26,21,15,97,21,63,5,2,A,15,27,44,8,27,D
61207,61208,18-30,Female,Beginner,31,8,15,5,9,69,7,6,4,B,16,9,15,6,17,R
61210,61211,18-30,Female,Beginner,30,4,9,44,90,60,8,10,2,A,2,11,32,11,30,R
61048,61049,18-30,Female,Beginner,38,9,3,42,80,40,31,4,3,C,10,1,32,11,9,D
61051,61052,18-30,Female,Beginner,43,2,4,65,99,96,79,7,1,A,2,26,46,20,4,R
42822,42823,18-30,Female,Beginner,44,8,6,81,37,57,87,4,4,C,7,36,20,4,25,D
42850,42851,18-30,Female,Beginner,28,10,9,29,35,80,89,8,1,B,0,16,34,7,13,R
84722,84723,18-30,Female,Beginner,36,26,16,25,47,7,92,5,1,A,3,14,23,11,10,D
61685,61686,18-30,Female,Beginner,29,20,10,5,30,37,52,7,4,C,6,13,3,18,0,R
43723,43724,18-30,Female,Beginner,50,0,1,79,84,69,56,0,0,A,9,34,35,9,14,R
12786,12787,18-30,Female,Beginner,6,13,4,77,91,36,53,2,4,A,4,24,29,1,7,D
61571,61572,18-30,Female,Beginner,27,24,13,76,88,94,65,5,2,C,6,29,10,3,13,R
43897,43898,18-30,Female,Beginner,39,28,1,4,34,38,31,2,3,B,12,13,34,15,24,D
61582,61583,18-30,Female,Beginner,45,3,17,83,56,59,4,8,2,C,17,3,4,8,28,R
43874,43875,18-30,Female,Beginner,30,29,13,27,40,15,20,6,3,A,5,12,34,18,22,R
43872,43873,18-30,Female,Beginner,8,6,9,93,10,43,90,0,3,B,6,3,32,14,27,D
61669,61670,18-30,Female,Beginner,35,28,24,34,36,12,1,1,1,C,2,1,39,1,16,R
13278,13279,18-30,Female,Beginner,8,6,1,48,25,4,84,10,0,C,2,15,32,5,22,D
