,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
74868,74869,18-30,Male,Advanced,40,13,4,35,86,75,54,4,1,B,14,5,24,9,20,R
74942,74943,18-30,Male,Advanced,42,25,22,6,96,28,38,2,4,C,10,34,7,0,25,R
25724,25725,18-30,Male,Advanced,8,10,18,94,16,69,51,7,3,C,14,29,43,7,30,R
25703,25704,18-30,Male,Advanced,27,7,22,53,71,87,26,2,1,B,18,12,34,1,30,D
75001,75002,18-30,Male,Advanced,47,15,7,26,95,2,13,4,0,B,15,28,15,19,17,R
25679,25680,18-30,Male,Advanced,14,27,1,13,38,46,30,10,4,C,8,4,17,6,15,D
25668,25669,18-30,Male,Advanced,11,4,15,39,27,59,100,0,3,B,14,20,25,11,16,R
25750,25751,18-30,Male,Advanced,12,14,7,49,33,30,2,0,3,B,5,13,22,11,9,D
74677,74678,18-30,Male,Advanced,0,1,1,87,58,43,52,9,3,C,4,14,4,4,24,R
74674,74675,18-30,Male,Advanced,24,5,5,72,77,51,63,7,4,C,8,15,36,2,18,R
74665,74666,18-30,Male,Advanced,12,13,13,77,68,40,26,3,1,A,2,20,14,15,18,R
26031,26032,18-30,Male,Advanced,35,2,13,50,66,67,33,6,4,A,8,13,35,6,0,D
26001,26002,18-30,Male,Advanced,46,3,8,1,10,0,43,3,3,C,9,19,9,20,13,D
25999,26000,18-30,Male,Advanced,22,29,20,35,42,45,28,5,4,B,18,8,17,15,8,R
25980,25981,18-30,Male,Advanced,12,15,9,75,77,35,54,5,1,C,3,35,34,5,7,R
25967,25968,18-30,Male,Advanced,18,21,17,89,52,60,22,8,0,B,14,28,50,15,19,D
74514,74515,18-30,Male,Advanced,28,15,2,24,46,52,11,3,2,A,12,23,7,0,30,R
25961,25962,18-30,Male,Advanced,28,6,25,96,62,20,24,3,1,A,16,10,7,9,5,D
74519,74520,18-30,Male,Advanced,10,29,5,32,41,74,84,3,3,B,18,29,42,10,29,D
74527,74528,18-30,Male,Advanced,18,6,24,100,37,14,46,8,1,B,13,8,40,14,2,R
25926,25927,18-30,Male,Advanced,35,30,23,15,68,69,83,6,4,C,11,21,44,16,28,D
74532,74533,18-30,Male,Advanced,43,12,13,51,69,67,94,10,4,A,7,27,18,1,19,D
74554,74555,18-30,Male,Advanced,25,17,16,10,8,77,31,5,3,C,18,28,1,2,14,R
74608,74609,18-30,Male,Advanced,30,22,3,72,88,30,26,7,0,C,5,28,30,7,26,D
25885,25886,18-30,Male,Advanced,6,10,15,94,57,47,65,10,3,B,8,5,21,11,17,R
74622,74623,18-30,Male,Advanced,11,5,4,70,33,62,60,7,1,B,2,24,9,15,10,D
73816,73817,18-30,Male,Advanced,46,7,8,7,70,94,68,10,2,A,3,34,19,12,22,R
26618,26619,18-30,Male,Advanced,50,9,21,15,30,81,57,4,1,A,13,8,36,15,23,D
26630,26631,18-30,Male,Advanced,41,15,3,16,98,56,22,7,4,A,12,27,18,19,16,D
26641,26642,18-30,Male,Advanced,31,23,1,17,34,3,15,3,0,A,16,22,19,1,18,R
27538,27539,18-30,Male,Advanced,1,11,23,25,35,19,79,1,2,A,15,18,28,2,26,D
72832,72833,18-30,Male,Advanced,5,13,22,85,39,17,83,3,0,C,3,35,40,13,7,R
72857,72858,18-30,Male,Advanced,7,26,24,93,95,55,74,1,3,B,6,31,23,15,21,D
27514,27515,18-30,Male,Advanced,31,2,9,82,7,56,86,0,3,A,15,1,5,4,26,R
72972,72973,18-30,Male,Advanced,47,30,17,17,19,43,64,7,2,A,4,32,16,15,21,D
72982,72983,18-30,Male,Advanced,34,14,16,90,9,37,10,5,2,A,10,22,43,1,4,R
72826,72827,18-30,Male,Advanced,34,29,8,6,4,69,36,3,2,C,2,1,10,17,15,D
27403,27404,18-30,Male,Advanced,35,18,17,83,64,89,61,3,4,C,3,2,29,4,13,R
73033,73034,18-30,Male,Advanced,44,14,10,42,41,64,32,6,0,B,9,24,43,15,11,D
73044,73045,18-30,Male,Advanced,32,24,23,12,90,80,86,4,4,A,16,9,45,4,2,R
27366,27367,18-30,Male,Advanced,19,12,1,0,30,71,34,6,2,B,6,21,1,19,16,D
27337,27338,18-30,Male,Advanced,3,19,16,80,11,50,83,8,0,C,6,29,0,17,25,D
27326,27327,18-30,Male,Advanced,24,29,20,5,37,22,93,0,3,C,14,20,37,7,14,D
27321,27322,18-30,Male,Advanced,7,12,18,7,18,12,26,5,2,B,16,14,11,6,22,R
27391,27392,18-30,Male,Advanced,26,1,14,58,62,53,10,3,2,C,15,3,5,4,6,D
27550,27551,18-30,Male,Advanced,26,21,15,5,68,10,74,0,0,B,6,20,18,16,14,R
27583,27584,18-30,Male,Advanced,37,30,21,92,88,98,55,0,2,A,15,23,7,4,28,D
27602,27603,18-30,Male,Advanced,15,24,4,24,19,99,86,6,1,C,5,35,6,6,22,R
27851,27852,18-30,Male,Advanced,11,14,13,91,34,95,18,6,3,C,9,5,48,3,14,D
72659,72660,18-30,Male,Advanced,35,0,15,43,78,94,91,3,0,A,10,7,34,7,20,D
72675,72676,18-30,Male,Advanced,41,12,22,83,22,43,80,7,3,C,1,29,30,19,7,R
72685,72686,18-30,Male,Advanced,39,5,18,56,37,94,16,0,0,A,0,8,22,5,27,R
72689,72690,18-30,Male,Advanced,44,18,20,5,87,21,52,5,0,C,4,29,13,15,15,R
72714,72715,18-30,Male,Advanced,21,12,10,33,81,27,39,10,3,C,1,10,4,14,14,D
27753,27754,18-30,Male,Advanced,37,10,24,50,79,4,48,5,3,B,7,29,16,2,28,R
27740,27741,18-30,Male,Advanced,29,18,24,23,70,47,52,6,3,B,13,15,14,20,10,R
72750,72751,18-30,Male,Advanced,36,13,21,40,2,94,28,9,3,B,6,2,23,16,22,R
27685,27686,18-30,Male,Advanced,13,3,19,87,60,3,75,2,0,B,8,21,10,17,0,D
27682,27683,18-30,Male,Advanced,38,4,10,82,88,85,88,1,1,C,18,19,10,18,0,R
27678,27679,18-30,Male,Advanced,34,18,19,97,26,16,78,0,2,A,5,27,16,1,0,D
27660,27661,18-30,Male,Advanced,39,27,16,2,63,22,21,2,2,C,4,2,12,4,18,R
27628,27629,18-30,Male,Advanced,39,1,9,37,26,33,51,2,1,A,7,19,1,12,9,D
72800,72801,18-30,Male,Advanced,30,7,1,96,75,71,61,4,0,C,17,26,42,3,25,D
73136,73137,18-30,Male,Advanced,10,15,11,84,38,97,65,0,0,A,11,10,25,8,10,R
25664,25665,18-30,Male,Advanced,22,25,16,53,61,23,19,9,1,B,17,26,9,10,10,D
73148,73149,18-30,Male,Advanced,45,25,23,13,30,54,38,2,0,A,13,5,44,6,24,R
73219,73220,18-30,Male,Advanced,0,1,7,81,58,99,58,8,3,C,5,27,16,17,8,R
73586,73587,18-30,Male,Advanced,14,27,11,37,64,72,0,5,1,C,4,22,45,14,22,R
73612,73613,18-30,Male,Advanced,47,2,9,24,3,20,21,6,0,C,0,24,43,18,1,D
73629,73630,18-30,Male,Advanced,25,12,5,32,31,85,41,0,2,A,5,35,17,9,28,R
73632,73633,18-30,Male,Advanced,28,20,5,30,80,48,10,7,2,B,17,36,18,6,6,R
73635,73636,18-30,Male,Advanced,48,2,0,87,76,1,39,1,1,C,7,10,20,20,17,D
26772,26773,18-30,Male,Advanced,21,4,5,51,90,43,60,5,4,B,17,33,23,12,10,R
73559,73560,18-30,Male,Advanced,26,11,22,25,42,37,43,10,1,B,16,18,29,18,13,R
73670,73671,18-30,Male,Advanced,31,29,0,88,61,93,43,7,3,C,12,8,19,5,19,D
26742,26743,18-30,Male,Advanced,33,28,15,11,10,64,26,2,4,A,8,20,1,13,28,R
73728,73729,18-30,Male,Advanced,1,23,18,16,83,36,55,9,4,A,1,1,15,6,5,D
73737,73738,18-30,Male,Advanced,22,22,4,34,74,60,90,2,1,A,14,25,30,0,5,R
73741,73742,18-30,Male,Advanced,8,17,17,21,58,94,13,7,3,B,17,25,17,19,12,R
26666,26667,18-30,Male,Advanced,28,23,20,9,92,84,23,7,4,A,5,4,29,10,22,R
73762,73763,18-30,Male,Advanced,4,18,17,86,51,86,23,5,3,C,4,1,50,17,6,D
73685,73686,18-30,Male,Advanced,43,22,15,67,68,53,46,8,3,B,4,30,22,5,24,R
26859,26860,18-30,Male,Advanced,39,11,20,66,82,1,19,0,1,B,3,0,13,18,0,R
73535,73536,18-30,Male,Advanced,13,14,5,46,51,56,75,8,1,A,16,32,25,6,9,R
73529,73530,18-30,Male,Advanced,43,13,25,73,72,98,95,5,4,B,12,3,11,2,16,R
73225,73226,18-30,Male,Advanced,12,5,6,99,6,1,26,10,3,A,9,27,23,2,2,D
73267,73268,18-30,Male,Advanced,3,23,18,69,17,63,79,6,0,B,12,21,30,2,11,D
27214,27215,18-30,Male,Advanced,18,12,14,94,3,17,17,9,4,C,11,22,32,17,15,D
73311,73312,18-30,Male,Advanced,32,19,14,64,2,71,7,10,0,C,3,18,38,11,1,D
73367,73368,18-30,Male,Advanced,27,9,23,41,85,63,36,0,3,B,16,17,10,8,18,R
27083,27084,18-30,Male,Advanced,17,8,17,45,64,17,28,5,2,A,9,8,8,15,24,R
27068,27069,18-30,Male,Advanced,15,21,21,74,56,87,78,4,4,C,9,24,40,13,7,R
27048,27049,18-30,Male,Advanced,49,21,8,12,72,48,99,0,0,B,7,3,1,6,16,R
73404,73405,18-30,Male,Advanced,46,11,17,90,81,25,73,9,4,C,12,30,13,19,25,R
73452,73453,18-30,Male,Advanced,36,5,12,20,52,98,82,7,1,B,16,5,27,2,21,R
26966,26967,18-30,Male,Advanced,17,10,9,36,15,79,89,5,2,A,0,11,1,17,17,D
73457,73458,18-30,Male,Advanced,36,30,3,30,47,39,12,6,1,B,4,17,6,16,15,R
26951,26952,18-30,Male,Advanced,2,25,22,57,31,46,74,6,0,B,15,14,26,9,6,R
73486,73487,18-30,Male,Advanced,4,0,9,65,68,96,18,3,3,A,16,2,10,17,15,R
73502,73503,18-30,Male,Advanced,24,2,8,69,86,89,29,0,0,C,10,5,21,13,8,R
73188,73189,18-30,Male,Advanced,39,4,3,45,15,79,68,3,1,C,11,13,9,19,7,R
72621,72622,18-30,Male,Advanced,46,18,11,25,4,76,0,7,1,B,15,31,48,12,20,D
25656,25657,18-30,Male,Advanced,7,18,2,80,78,2,92,6,1,C,13,5,33,20,4,R
75049,75050,18-30,Male,Advanced,36,24,25,62,60,31,31,2,3,A,13,8,5,18,5,D
24305,24306,18-30,Male,Advanced,15,7,17,81,49,16,93,6,1,A,8,23,4,19,21,D
76333,76334,18-30,Male,Advanced,18,27,14,69,46,17,61,10,2,B,11,5,14,18,25,D
24293,24294,18-30,Male,Advanced,12,20,20,11,61,94,88,2,0,C,16,4,23,13,15,R
24279,24280,18-30,Male,Advanced,28,15,4,57,66,18,0,10,4,A,3,28,17,4,13,R
24257,24258,18-30,Male,Advanced,18,3,11,93,58,66,89,4,4,C,16,20,43,9,18,D
76390,76391,18-30,Male,Advanced,4,7,17,49,86,7,24,1,4,C,0,18,42,11,30,D
24335,24336,18-30,Male,Advanced,43,5,8,16,90,94,100,5,2,C,17,32,47,5,6,D
76415,76416,18-30,Male,Advanced,39,23,10,65,7,35,60,8,3,A,14,28,27,5,26,R
24207,24208,18-30,Male,Advanced,4,27,5,36,62,76,88,8,2,A,6,30,28,1,26,R
24189,24190,18-30,Male,Advanced,50,28,13,31,21,90,80,9,0,A,10,15,1,6,9,R
24185,24186,18-30,Male,Advanced,8,16,22,84,5,92,89,6,1,A,2,25,41,14,4,D
76481,76482,18-30,Male,Advanced,24,24,19,92,79,43,59,1,0,B,9,28,13,3,30,R
24177,24178,18-30,Male,Advanced,20,5,13,63,40,26,30,10,2,B,9,26,46,14,25,R
76533,76534,18-30,Male,Advanced,19,16,12,51,36,8,35,0,4,A,9,20,41,11,13,R
76439,76440,18-30,Male,Advanced,27,8,14,100,77,69,84,0,4,A,10,14,49,14,19,R
24138,24139,18-30,Male,Advanced,7,14,18,32,78,25,50,0,1,C,6,35,9,8,9,D
24352,24353,18-30,Male,Advanced,48,21,5,96,17,71,70,7,0,A,18,20,48,6,6,R
76250,76251,18-30,Male,Advanced,19,13,19,24,65,11,71,2,3,B,6,18,35,14,30,R
24650,24651,18-30,Male,Advanced,13,3,3,91,19,4,36,1,2,C,11,8,4,19,18,R
76024,76025,18-30,Male,Advanced,15,21,0,100,5,39,98,1,2,B,8,22,27,18,13,R
24594,24595,18-30,Male,Advanced,12,26,6,8,25,76,51,5,1,B,9,15,6,3,25,R
24586,24587,18-30,Male,Advanced,37,16,2,47,86,16,52,6,3,C,9,33,10,13,30,D
76049,76050,18-30,Male,Advanced,50,19,16,16,74,33,79,6,1,A,11,4,15,7,8,D
24551,24552,18-30,Male,Advanced,13,27,8,34,65,5,64,0,3,C,0,21,41,0,19,D
76258,76259,18-30,Male,Advanced,8,9,6,24,2,25,76,2,3,A,10,27,38,16,8,D
24544,24545,18-30,Male,Advanced,10,1,8,12,61,55,37,10,0,A,11,1,41,10,17,R
24517,24518,18-30,Male,Advanced,20,5,19,83,80,10,67,0,2,C,2,18,15,15,12,D
24511,24512,18-30,Male,Advanced,45,29,24,44,39,75,87,0,2,C,7,29,23,3,3,D
76133,76134,18-30,Male,Advanced,35,28,13,60,77,53,36,10,1,C,11,30,20,13,15,D
24483,24484,18-30,Male,Advanced,9,15,0,75,17,26,21,5,3,C,11,3,18,11,4,R
24447,24448,18-30,Male,Advanced,10,4,24,20,29,11,46,9,3,A,12,19,6,19,3,R
24433,24434,18-30,Male,Advanced,8,10,13,62,94,69,95,2,2,B,9,2,11,16,15,D
76112,76113,18-30,Male,Advanced,16,11,0,90,77,4,8,1,3,B,10,18,24,15,19,R
24129,24130,18-30,Male,Advanced,2,29,22,24,25,28,68,9,4,A,15,1,27,12,16,D
24107,24108,18-30,Male,Advanced,35,7,2,53,87,16,23,4,0,A,9,36,6,1,22,D
76570,76571,18-30,Male,Advanced,34,11,16,36,95,84,17,10,1,A,3,4,46,12,23,D
76984,76985,18-30,Male,Advanced,23,21,10,88,12,20,50,6,0,C,2,14,22,4,26,R
76987,76988,18-30,Male,Advanced,46,14,9,69,69,67,95,10,1,B,8,35,18,3,28,D
76991,76992,18-30,Male,Advanced,41,26,15,39,13,11,88,9,4,B,2,28,2,17,9,R
23661,23662,18-30,Male,Advanced,39,24,20,33,84,8,5,2,0,C,17,9,0,5,23,D
23658,23659,18-30,Male,Advanced,42,18,25,15,70,77,63,2,3,A,4,26,13,10,27,R
23654,23655,18-30,Male,Advanced,46,11,2,53,50,10,46,3,4,C,11,17,34,14,20,R
76931,76932,18-30,Male,Advanced,42,5,13,73,41,57,26,9,3,A,1,24,30,16,5,D
23653,23654,18-30,Male,Advanced,24,11,19,20,10,94,76,6,3,A,6,11,39,0,4,D
77041,77042,18-30,Male,Advanced,28,30,25,39,44,38,50,2,4,B,14,20,24,8,7,D
77057,77058,18-30,Male,Advanced,17,4,1,71,69,15,5,0,4,B,2,5,20,1,22,R
23570,23571,18-30,Male,Advanced,5,20,17,44,52,88,92,3,1,B,18,11,39,11,4,D
23562,23563,18-30,Male,Advanced,29,9,17,10,13,100,92,4,0,C,1,36,17,1,16,R
77083,77084,18-30,Male,Advanced,41,9,4,38,25,95,12,1,1,C,15,15,15,2,14,R
23523,23524,18-30,Male,Advanced,4,15,4,84,18,41,7,10,4,C,11,1,8,6,9,D
23619,23620,18-30,Male,Advanced,50,7,4,99,34,39,76,10,0,B,3,18,27,12,30,R
23780,23781,18-30,Male,Advanced,8,16,5,18,62,70,11,7,1,A,12,10,10,19,27,D
76917,76918,18-30,Male,Advanced,24,18,1,41,21,16,86,7,4,A,9,22,15,10,13,D
23805,23806,18-30,Male,Advanced,15,0,17,6,90,47,44,4,2,A,6,35,19,8,18,D
76620,76621,18-30,Male,Advanced,8,14,10,4,28,54,12,5,3,B,6,31,10,14,23,D
76647,76648,18-30,Male,Advanced,3,11,8,42,59,43,97,2,3,A,9,29,3,1,23,R
23990,23991,18-30,Male,Advanced,13,29,4,44,39,53,21,1,4,B,15,1,37,2,23,R
23988,23989,18-30,Male,Advanced,10,25,9,85,93,90,80,2,2,C,11,14,23,17,1,R
23956,23957,18-30,Male,Advanced,17,15,15,6,17,54,7,0,1,C,10,19,11,17,18,D
23907,23908,18-30,Male,Advanced,6,26,14,24,64,26,16,5,2,C,0,14,36,19,13,D
76788,76789,18-30,Male,Advanced,30,8,14,67,1,100,62,1,1,B,6,7,6,20,13,R
23875,23876,18-30,Male,Advanced,16,23,8,0,72,9,40,6,4,B,17,25,15,11,3,R
76806,76807,18-30,Male,Advanced,45,27,20,22,37,1,4,4,1,C,8,26,29,0,30,R
23870,23871,18-30,Male,Advanced,0,2,14,66,28,40,53,4,4,C,13,29,2,4,4,R
23859,23860,18-30,Male,Advanced,44,4,4,85,42,100,42,6,0,C,7,8,38,4,4,R
76858,76859,18-30,Male,Advanced,46,7,9,95,51,15,97,9,2,B,2,16,30,5,11,R
23857,23858,18-30,Male,Advanced,11,3,10,22,42,77,62,1,0,A,0,12,24,1,21,R
23847,23848,18-30,Male,Advanced,19,11,15,17,61,85,76,6,0,B,18,12,13,19,25,D
23813,23814,18-30,Male,Advanced,48,8,20,76,72,1,17,2,0,B,1,4,49,7,24,D
24655,24656,18-30,Male,Advanced,21,15,21,51,45,61,40,3,3,C,0,36,31,11,7,R
24660,24661,18-30,Male,Advanced,42,15,23,4,28,3,30,5,3,B,10,28,22,9,29,D
75971,75972,18-30,Male,Advanced,36,9,5,9,7,63,97,7,0,B,15,22,6,8,1,D
24663,24664,18-30,Male,Advanced,38,16,15,41,24,73,24,8,4,B,0,18,18,20,4,D
25363,25364,18-30,Male,Advanced,4,27,12,99,10,3,57,2,2,C,11,20,49,16,2,R
25335,25336,18-30,Male,Advanced,15,9,23,36,28,27,15,2,2,C,17,31,44,17,23,D
25305,25306,18-30,Male,Advanced,22,11,11,94,65,79,38,10,0,A,3,2,8,2,27,D
25278,25279,18-30,Male,Advanced,33,29,7,45,3,95,50,9,4,C,11,34,6,3,18,R
25220,25221,18-30,Male,Advanced,12,17,25,79,39,77,59,5,0,B,1,17,43,9,5,D
25213,25214,18-30,Male,Advanced,28,9,6,57,48,98,2,0,4,C,15,8,39,20,8,D
25369,25370,18-30,Male,Advanced,5,30,17,52,70,23,98,0,0,B,4,26,1,8,20,D
25207,25208,18-30,Male,Advanced,39,11,23,43,5,79,17,9,1,B,12,2,22,13,3,R
75445,75446,18-30,Male,Advanced,14,9,24,29,2,82,54,7,1,C,3,35,49,15,24,D
25172,25173,18-30,Male,Advanced,21,25,10,88,68,89,5,3,4,A,4,21,8,16,3,D
75449,75450,18-30,Male,Advanced,25,2,24,15,36,51,64,5,4,B,18,18,20,14,7,R
25164,25165,18-30,Male,Advanced,1,21,18,70,29,59,68,3,2,B,5,34,18,13,30,D
25160,25161,18-30,Male,Advanced,1,29,4,28,99,43,37,3,3,B,4,21,46,10,7,D
75474,75475,18-30,Male,Advanced,3,0,25,79,89,16,100,10,1,B,16,6,45,7,23,D
25188,25189,18-30,Male,Advanced,42,27,22,57,3,71,48,5,2,A,1,15,0,4,19,R
25374,25375,18-30,Male,Advanced,36,10,19,72,57,89,54,10,1,A,0,4,20,7,1,R
75323,75324,18-30,Male,Advanced,38,7,22,16,82,45,18,2,4,C,10,10,25,6,17,R
25389,25390,18-30,Male,Advanced,50,7,12,86,32,41,20,4,4,C,8,34,8,2,27,D
25587,25588,18-30,Male,Advanced,45,4,19,40,75,31,54,2,3,A,15,36,28,7,1,R
25569,25570,18-30,Male,Advanced,11,29,17,55,91,38,64,2,4,B,7,15,35,9,29,R
75110,75111,18-30,Male,Advanced,32,2,22,29,74,14,59,7,1,B,9,20,5,12,26,D
25552,25553,18-30,Male,Advanced,1,2,2,53,2,43,52,1,2,B,3,25,3,4,25,D
75175,75176,18-30,Male,Advanced,13,8,1,97,90,56,54,0,3,B,10,27,20,15,28,R
75209,75210,18-30,Male,Advanced,26,1,5,96,75,59,69,9,1,A,6,22,2,16,16,R
75235,75236,18-30,Male,Advanced,44,24,12,22,93,96,0,3,0,A,14,1,33,3,17,D
25469,25470,18-30,Male,Advanced,31,7,17,92,21,74,8,8,2,A,9,5,19,1,21,D
25467,25468,18-30,Male,Advanced,1,6,3,6,63,94,22,10,1,B,18,20,46,10,4,R
25437,25438,18-30,Male,Advanced,26,19,13,79,98,52,60,8,1,B,1,6,16,12,29,R
25430,25431,18-30,Male,Advanced,20,12,21,80,86,100,100,7,3,B,16,15,8,20,23,D
75264,75265,18-30,Male,Advanced,43,27,18,67,54,81,16,4,0,C,8,33,37,2,29,D
25404,25405,18-30,Male,Advanced,6,24,19,88,29,14,25,1,2,B,6,31,19,3,28,D
75299,75300,18-30,Male,Advanced,20,1,15,56,15,66,57,7,3,B,1,24,37,9,22,D
25390,25391,18-30,Male,Advanced,44,21,0,98,27,27,29,10,2,B,9,13,48,7,16,R
75492,75493,18-30,Male,Advanced,39,3,18,10,60,58,30,6,3,B,9,6,44,1,3,R
75036,75037,18-30,Male,Advanced,2,28,5,78,41,12,62,0,4,C,18,16,31,20,14,R
25143,25144,18-30,Male,Advanced,23,15,15,14,81,37,19,9,2,A,17,12,43,12,30,D
25119,25120,18-30,Male,Advanced,39,5,21,18,89,0,60,3,3,B,9,26,3,20,11,R
75817,75818,18-30,Male,Advanced,42,26,2,45,47,46,14,3,1,C,2,26,3,12,9,R
75819,75820,18-30,Male,Advanced,39,15,19,74,59,34,13,1,3,A,3,29,17,19,24,R
24840,24841,18-30,Male,Advanced,46,15,4,56,83,93,85,7,3,C,14,22,46,10,14,R
75820,75821,18-30,Male,Advanced,16,19,3,66,93,64,38,4,1,B,2,24,50,17,28,D
24822,24823,18-30,Male,Advanced,3,4,2,18,55,84,43,3,3,B,13,3,38,8,15,D
75893,75894,18-30,Male,Advanced,43,10,6,15,17,26,25,2,3,A,12,29,41,5,2,R
75812,75813,18-30,Male,Advanced,42,4,5,19,55,29,11,7,4,C,8,17,32,19,12,R
75900,75901,18-30,Male,Advanced,2,14,18,8,57,63,9,4,2,B,12,31,49,4,11,R
24749,24750,18-30,Male,Advanced,19,10,1,43,8,91,50,2,3,A,17,1,20,12,28,D
75914,75915,18-30,Male,Advanced,18,20,18,79,7,14,61,4,0,B,15,2,9,10,3,R
75923,75924,18-30,Male,Advanced,45,21,13,50,85,20,84,0,2,B,14,27,40,2,5,R
75951,75952,18-30,Male,Advanced,18,12,17,20,72,32,12,2,4,C,16,24,6,3,2,R
75969,75970,18-30,Male,Advanced,35,16,25,16,93,50,99,2,4,B,13,34,24,13,7,R
24678,24679,18-30,Male,Advanced,27,21,8,30,12,84,30,9,0,B,8,7,50,13,0,D
