Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
97,>60,Female,Beginner,29,5,19,20,37,59,48,2,3,C,15,7,12,2,16,D
98,31-45,Female,Advanced,24,29,10,26,88,47,49,8,4,A,7,14,41,11,23,R
99,<18,Female,Beginner,49,28,25,2,66,37,18,1,4,A,0,10,46,16,20,D
100,46-60,Female,Beginner,42,7,2,91,43,77,13,2,2,C,0,22,37,13,15,D
101,18-30,Female,Advanced,19,7,7,71,47,54,16,0,0,C,5,29,48,19,4,R
102,>60,Male,Advanced,37,25,1,84,93,31,29,6,0,C,18,1,36,6,7,R
103,>60,Male,Beginner,18,0,17,43,52,99,14,6,3,C,4,0,8,12,20,D
104,31-45,Female,Advanced,27,0,0,54,75,83,78,1,2,C,14,7,23,12,13,D
105,>60,Male,Advanced,9,14,23,80,40,67,16,9,3,B,0,19,8,20,8,R
106,>60,Male,Beginner,46,14,0,98,71,57,41,6,1,B,8,0,2,14,25,R
107,<18,Male,Beginner,22,6,0,28,60,68,78,4,3,A,14,30,19,17,4,D
108,46-60,Male,Advanced,10,30,22,18,58,87,92,9,4,B,17,24,23,7,6,R
109,18-30,Male,Intermediate,27,1,23,10,20,12,71,0,2,B,4,13,50,1,17,R
110,31-45,Male,Advanced,11,25,13,39,95,3,98,9,4,A,18,2,6,17,13,D
111,<18,Female,Beginner,24,5,23,74,76,28,27,8,2,C,11,34,27,17,15,D
112,31-45,Female,Intermediate,20,25,14,24,81,33,29,7,4,A,5,36,36,1,21,R
113,18-30,Male,Advanced,41,9,16,24,99,99,60,9,3,B,8,31,26,7,27,D
114,31-45,Male,Beginner,26,1,6,56,1,65,82,5,3,C,11,20,27,17,26,R
115,18-30,Female,Intermediate,11,1,22,88,74,81,5,10,3,B,4,22,3,9,16,D
116,<18,Female,Beginner,12,5,7,7,61,7,69,10,3,C,16,3,6,20,1,R
117,>60,Male,Intermediate,27,9,22,10,90,5,35,1,2,C,2,28,19,16,8,D
118,46-60,Male,Intermediate,17,13,3,79,32,62,92,8,2,A,15,33,47,19,11,R
119,<18,Female,Beginner,29,28,8,80,29,20,95,5,3,C,0,26,32,7,26,R
120,31-45,Female,Beginner,43,16,25,71,26,41,64,10,0,A,0,24,24,11,20,R
121,31-45,Male,Advanced,22,20,22,86,42,37,56,0,1,B,16,19,44,7,13,R
122,31-45,Male,Advanced,35,24,22,55,27,33,22,6,3,A,5,35,15,18,22,D
123,18-30,Female,Intermediate,3,8,14,92,37,11,96,1,1,C,15,24,30,6,30,R
124,46-60,Male,Advanced,26,1,4,100,65,73,80,3,3,C,8,28,36,13,6,R
125,<18,Female,Beginner,15,26,25,91,50,13,11,9,2,A,3,35,15,20,13,D
126,<18,Female,Advanced,41,26,11,53,37,17,15,3,3,B,14,11,45,15,4,R
127,>60,Male,Beginner,11,16,25,66,29,21,12,4,0,A,14,32,31,7,27,D
128,31-45,Female,Beginner,42,9,8,75,62,91,28,10,4,C,12,31,14,16,20,D
129,>60,Male,Advanced,46,11,20,80,93,68,39,7,1,B,14,30,23,19,17,R
130,31-45,Male,Advanced,40,25,2,8,9,3,42,7,0,A,4,36,27,0,9,R
131,46-60,Male,Beginner,2,2,1,25,40,41,90,1,2,C,2,7,10,7,16,D
132,46-60,Male,Beginner,12,26,5,45,55,81,85,8,2,B,16,36,2,13,8,D
133,>60,Male,Advanced,10,2,24,6,18,26,20,3,2,A,12,1,0,15,9,D
134,<18,Male,Intermediate,11,18,22,8,27,46,88,7,3,B,12,31,2,20,19,D
135,31-45,Male,Beginner,1,8,23,4,28,36,76,7,1,A,1,19,47,16,19,D
136,>60,Male,Intermediate,42,0,2,37,39,95,35,6,3,A,11,12,2,18,5,R
137,18-30,Female,Intermediate,13,14,17,24,45,8,46,7,1,A,10,19,27,1,14,R
138,18-30,Female,Beginner,16,1,24,64,19,41,71,6,3,B,12,28,2,4,10,D
139,31-45,Male,Advanced,38,16,2,13,54,34,27,4,4,A,8,29,44,10,2,R
140,46-60,Male,Advanced,12,20,25,89,30,25,52,3,3,A,15,27,47,7,23,R
141,31-45,Female,Beginner,41,2,14,4,69,19,8,0,3,B,13,9,23,8,4,D
142,46-60,Female,Beginner,15,16,14,80,50,38,95,7,1,B,5,9,3,9,26,R
143,31-45,Female,Beginner,22,20,25,52,81,83,6,10,1,B,6,10,6,2,9,R
144,<18,Female,Beginner,37,13,10,9,47,60,8,8,2,B,16,17,15,13,20,R
145,<18,Male,Beginner,1,3,18,87,59,23,21,10,0,C,6,13,43,2,28,R
146,31-45,Female,Beginner,7,1,19,82,6,52,4,2,2,A,4,3,26,16,6,D
147,46-60,Male,Beginner,18,22,4,58,45,9,71,3,2,A,9,6,5,0,19,R
148,46-60,Female,Advanced,23,17,15,81,69,53,9,3,2,A,1,26,47,17,11,R
149,46-60,Male,Beginner,43,29,4,20,30,82,95,7,4,C,17,23,2,7,0,D
150,18-30,Male,Intermediate,37,30,15,32,67,31,16,10,3,C,14,2,22,13,11,R
151,31-45,Female,Intermediate,43,23,10,13,59,6,27,6,2,A,11,11,30,13,4,R
152,46-60,Female,Intermediate,49,13,2,69,52,52,53,10,0,C,13,17,38,13,21,R
153,31-45,Male,Advanced,38,7,17,93,11,77,41,6,3,C,11,32,45,18,1,D
154,18-30,Female,Intermediate,30,19,16,97,12,6,28,4,2,A,1,3,24,11,0,D
155,31-45,Female,Beginner,8,30,10,44,21,100,38,0,3,C,18,18,16,13,23,D
156,>60,Female,Intermediate,19,5,3,86,77,14,84,4,2,B,3,3,49,9,2,R
157,18-30,Male,Advanced,10,13,20,78,89,38,98,2,4,B,16,18,44,19,22,D
158,<18,Male,Beginner,14,4,5,65,71,74,47,5,2,A,4,15,27,8,4,D
159,46-60,Female,Beginner,2,20,18,0,14,3,96,9,4,A,14,31,38,14,11,R
160,18-30,Female,Advanced,28,28,16,17,59,19,11,0,4,B,16,7,17,20,26,R
161,18-30,Male,Advanced,0,22,25,84,62,62,81,2,0,B,14,25,48,16,2,R
162,31-45,Female,Advanced,16,20,9,90,33,9,8,7,4,A,2,8,8,5,17,R
163,<18,Male,Beginner,29,14,5,32,37,99,36,1,3,C,3,17,17,4,6,R
164,31-45,Male,Intermediate,6,12,5,20,94,4,95,10,2,C,11,3,11,13,27,R
165,<18,Female,Advanced,10,22,6,41,57,87,68,10,2,B,10,15,7,12,8,R
166,>60,Male,Beginner,14,12,12,60,38,68,86,4,1,B,8,4,13,10,14,D
167,<18,Male,Beginner,2,3,1,97,49,4,28,3,4,B,0,16,29,19,9,D
168,46-60,Male,Beginner,16,10,16,85,4,19,24,8,0,B,7,12,41,3,14,R
169,>60,Male,Beginner,9,13,13,37,6,42,22,5,1,B,9,19,40,15,25,R
170,46-60,Female,Intermediate,30,27,9,27,15,21,70,8,1,A,9,22,12,8,10,R
171,31-45,Female,Intermediate,0,25,23,64,17,61,70,10,1,B,2,11,28,14,5,D
172,31-45,Female,Advanced,24,0,4,44,72,14,72,0,1,B,10,25,34,13,16,D
173,31-45,Female,Advanced,18,14,17,38,3,66,89,6,0,C,13,16,8,19,0,D
174,18-30,Female,Advanced,15,22,7,92,5,78,41,10,2,C,0,32,9,20,20,R
175,18-30,Female,Beginner,6,15,21,58,75,63,47,8,4,A,2,28,21,0,1,R
176,<18,Male,Advanced,24,4,9,64,25,45,99,8,3,B,9,9,11,9,6,R
177,46-60,Female,Beginner,21,13,23,72,21,10,48,8,4,C,14,3,45,1,11,D
178,18-30,Male,Intermediate,26,19,8,59,34,9,20,8,2,B,5,3,7,10,25,R
179,31-45,Male,Intermediate,3,0,12,5,58,92,28,9,4,A,3,14,50,4,28,D
180,46-60,Female,Intermediate,36,2,0,56,24,32,29,10,1,C,5,24,24,20,25,D
181,>60,Female,Intermediate,31,11,23,42,19,79,0,7,1,A,17,32,22,15,3,D
182,<18,Male,Beginner,45,8,16,37,40,30,66,0,1,B,13,26,49,10,1,R
183,18-30,Female,Intermediate,18,29,24,15,85,47,100,4,3,C,16,13,5,2,7,D
184,<18,Male,Intermediate,41,19,5,48,67,6,94,1,4,A,0,13,42,3,12,R
185,>60,Male,Intermediate,27,7,18,65,80,75,10,5,1,C,17,13,11,4,4,R
186,46-60,Male,Intermediate,10,26,9,96,24,1,96,1,4,C,15,7,24,5,3,R
187,<18,Female,Beginner,7,17,21,52,31,27,76,3,0,C,12,33,30,7,6,D
188,31-45,Male,Intermediate,2,2,10,87,53,10,38,9,0,A,1,5,25,6,2,D
189,46-60,Male,Advanced,16,0,15,21,23,86,96,8,3,B,9,11,35,14,16,R
190,18-30,Male,Beginner,28,3,3,83,41,3,92,3,1,C,13,10,47,13,16,R
191,>60,Female,Advanced,49,9,15,47,81,32,6,7,0,A,9,16,41,0,25,R
192,46-60,Male,Beginner,39,12,2,23,81,72,26,8,3,A,16,5,20,13,0,R
193,<18,Male,Advanced,46,13,15,45,10,68,17,9,2,A,16,11,5,5,12,R
194,>60,Male,Advanced,28,17,0,94,55,57,37,1,2,A,12,8,18,17,10,R
195,<18,Male,Beginner,3,9,21,40,59,85,46,4,2,A,4,20,40,15,16,R
196,31-45,Male,Intermediate,29,7,10,9,15,4,99,10,1,A,2,16,34,13,27,R
197,<18,Male,Intermediate,42,22,7,4,94,84,76,3,1,C,8,8,13,6,21,D
198,>60,Female,Advanced,50,5,3,22,22,96,10,9,0,A,5,14,46,19,21,D
199,31-45,Female,Intermediate,12,27,6,91,11,39,3,5,4,B,11,25,22,15,17,D
200,18-30,Female,Intermediate,17,19,13,78,89,73,49,5,1,B,16,36,48,13,21,D
201,31-45,Female,Beginner,32,28,0,31,59,28,67,2,4,B,2,22,5,10,28,R
202,<18,Female,Beginner,39,3,1,70,90,54,17,7,2,C,1,9,14,12,12,D
203,46-60,Female,Advanced,16,25,24,38,83,71,51,10,0,C,14,24,19,15,5,D
204,>60,Female,Intermediate,0,16,11,22,28,18,11,8,4,B,4,7,1,16,14,D
205,31-45,Male,Beginner,23,0,3,14,41,24,42,4,3,A,4,31,28,17,25,D
206,<18,Male,Advanced,39,0,18,0,12,32,3,0,3,B,7,31,14,11,2,D
207,<18,Female,Beginner,35,14,23,10,89,13,49,5,1,A,4,1,5,3,4,R
208,<18,Female,Beginner,46,13,4,37,37,72,11,2,3,B,5,25,5,6,11,D
209,>60,Female,Beginner,50,21,25,98,39,26,1,7,1,A,9,20,45,3,12,R
210,<18,Female,Beginner,46,3,21,26,46,36,63,1,0,B,4,12,28,18,18,R
211,<18,Male,Beginner,8,12,2,23,68,4,35,0,4,C,0,30,6,17,4,R
212,<18,Male,Advanced,13,5,0,19,48,74,3,7,1,B,9,4,19,8,23,D
213,>60,Female,Beginner,9,24,15,88,39,25,88,3,4,C,0,24,5,3,5,R
214,31-45,Male,Beginner,4,16,1,43,81,57,15,2,2,B,15,6,15,14,24,D
215,<18,Female,Intermediate,35,15,3,9,71,71,82,0,4,A,3,0,29,0,29,R
216,31-45,Male,Beginner,21,23,21,3,57,31,60,10,0,A,11,34,9,20,18,D
217,>60,Male,Beginner,40,23,14,62,80,29,30,5,3,C,13,18,25,15,27,R
218,18-30,Male,Beginner,22,6,21,46,55,0,36,1,0,C,16,30,21,16,21,R
219,46-60,Male,Beginner,42,4,3,42,81,62,34,10,4,B,5,16,20,15,8,D
220,18-30,Male,Beginner,6,7,19,94,38,74,49,10,3,B,10,18,47,16,18,R
221,46-60,Female,Advanced,30,11,5,41,17,91,15,5,4,A,13,24,13,2,18,D
222,31-45,Female,Beginner,42,25,11,64,46,79,16,8,1,C,11,6,44,7,14,R
223,31-45,Male,Beginner,43,15,5,63,46,56,42,10,2,A,4,21,21,5,12,D
224,46-60,Female,Advanced,30,26,7,18,18,68,4,3,1,B,5,7,2,10,11,R
225,<18,Male,Advanced,49,29,6,2,84,1,58,10,4,B,15,21,38,20,15,R
226,18-30,Female,Intermediate,9,27,17,94,97,48,98,4,1,C,6,27,44,16,20,R
227,18-30,Male,Beginner,35,29,22,37,70,58,38,0,2,B,11,23,44,10,20,R
228,<18,Male,Intermediate,13,4,23,46,32,27,22,6,4,C,15,14,29,12,19,D
229,31-45,Male,Beginner,24,7,20,59,32,38,47,5,1,C,7,35,40,18,13,D
230,>60,Female,Advanced,2,0,3,23,74,76,82,9,1,A,4,23,44,5,20,D
231,31-45,Female,Advanced,30,0,0,39,34,65,41,10,2,B,15,5,45,7,26,D
232,46-60,Male,Intermediate,37,17,20,3,83,34,89,9,1,B,3,6,44,8,29,R
233,31-45,Male,Beginner,2,24,19,33,6,99,59,2,4,A,12,7,34,7,8,D
234,<18,Male,Beginner,19,18,18,49,30,15,71,10,2,B,17,14,0,3,22,D
235,31-45,Female,Beginner,13,25,13,53,98,62,78,5,1,B,13,2,35,19,23,D
236,>60,Male,Intermediate,21,25,21,94,52,31,0,1,4,A,18,22,10,16,22,R
237,31-45,Male,Advanced,23,28,13,36,91,37,69,3,1,C,12,29,7,13,12,R
238,46-60,Female,Advanced,0,27,9,45,58,87,51,1,0,C,7,23,6,0,2,R
239,46-60,Male,Beginner,5,15,6,77,62,68,96,2,3,B,6,22,1,9,8,R
240,<18,Male,Intermediate,33,23,21,50,74,26,61,9,3,B,17,22,10,11,12,D
241,<18,Female,Intermediate,35,0,20,58,5,22,21,3,3,C,16,0,12,10,9,D
242,31-45,Female,Intermediate,47,2,3,61,5,78,39,10,0,C,8,36,46,10,18,D
243,18-30,Female,Intermediate,4,30,23,25,32,63,30,0,3,A,3,36,32,3,26,R
244,31-45,Female,Beginner,44,13,22,90,41,46,75,6,3,B,12,17,20,0,5,D
245,31-45,Male,Advanced,10,25,4,90,55,3,76,5,3,C,13,11,21,12,5,R
246,31-45,Male,Beginner,10,2,23,6,86,94,71,3,3,B,18,21,1,13,28,D
247,46-60,Female,Intermediate,23,22,21,6,48,42,83,5,3,B,10,27,8,14,17,R
248,46-60,Male,Beginner,35,29,20,65,34,39,100,6,0,A,9,3,1,15,11,R
249,>60,Male,Beginner,11,3,24,2,68,71,88,3,4,B,16,25,9,11,20,D
250,>60,Male,Advanced,8,4,7,1,41,63,75,10,4,A,17,2,43,8,0,R
251,46-60,Female,Intermediate,33,0,25,2,35,20,58,7,2,C,6,27,44,13,17,R
252,>60,Female,Beginner,41,17,5,5,64,22,36,10,4,A,7,14,43,18,5,D
253,>60,Male,Beginner,28,7,0,97,62,74,0,2,2,B,1,10,13,0,14,D
254,18-30,Male,Advanced,28,22,5,41,38,38,76,2,0,C,16,19,3,3,1,R
255,31-45,Male,Beginner,34,9,4,61,81,30,35,3,4,B,1,28,29,17,2,R
256,46-60,Male,Intermediate,48,16,20,43,72,15,12,0,1,C,14,16,41,9,24,D
257,18-30,Male,Intermediate,9,6,13,44,18,58,64,9,3,C,17,16,0,1,6,D
258,18-30,Male,Beginner,39,15,0,26,51,13,63,4,3,B,3,18,37,18,26,D
259,<18,Female,Beginner,39,15,10,87,20,60,77,1,4,A,14,24,29,19,26,D
260,18-30,Female,Intermediate,45,22,16,30,86,21,97,0,1,C,16,23,20,18,24,D
261,46-60,Female,Advanced,40,25,15,95,42,49,93,6,0,C,17,25,42,13,11,D
262,<18,Female,Beginner,38,3,22,39,33,18,34,9,3,B,10,32,29,19,21,D
263,46-60,Male,Advanced,15,26,2,8,10,34,18,6,2,B,5,25,17,18,2,D
264,18-30,Male,Intermediate,48,28,12,25,68,15,50,5,0,B,11,26,16,16,11,R
265,31-45,Female,Advanced,20,5,12,50,52,54,53,7,1,C,13,24,28,18,2,R
266,31-45,Female,Advanced,13,13,20,73,86,70,85,5,4,B,12,2,10,13,25,R
267,18-30,Female,Intermediate,21,26,20,79,43,73,41,4,3,C,10,0,6,18,23,D
268,31-45,Male,Advanced,17,3,14,8,83,77,73,8,3,B,6,8,7,10,29,D
269,>60,Male,Beginner,6,15,23,49,9,12,89,10,1,C,16,36,34,5,30,R
270,<18,Male,Beginner,11,0,22,62,14,28,28,2,2,A,11,28,39,3,1,D
271,18-30,Male,Intermediate,21,27,1,92,27,19,25,3,2,C,6,20,41,9,25,R
272,<18,Female,Advanced,46,20,4,17,90,39,74,2,3,B,10,36,16,1,25,D
273,>60,Female,Advanced,39,15,3,68,9,74,50,7,1,B,3,25,49,20,16,D
274,>60,Female,Intermediate,41,11,25,11,64,80,7,0,3,C,1,32,37,18,11,R
275,>60,Female,Intermediate,23,11,8,92,32,82,99,1,4,C,18,24,50,20,26,R
276,31-45,Male,Advanced,21,27,25,53,23,69,81,10,2,A,2,31,38,8,19,R
277,18-30,Female,Intermediate,0,18,12,12,40,32,32,3,4,B,1,11,37,10,16,D
278,<18,Female,Intermediate,47,29,11,47,50,80,72,8,0,B,0,18,36,6,10,D
279,31-45,Female,Advanced,50,29,18,0,1,91,16,1,2,C,1,13,37,18,16,R
280,31-45,Female,Intermediate,41,11,13,26,46,43,48,4,2,A,7,25,41,6,23,D
281,<18,Male,Intermediate,8,24,13,28,93,28,73,1,0,A,3,33,29,17,23,R
282,31-45,Female,Beginner,21,8,7,52,99,99,95,0,2,C,16,8,41,4,26,D
283,18-30,Female,Advanced,1,9,5,2,23,87,38,9,3,C,7,21,32,15,8,R
284,46-60,Female,Advanced,26,24,3,68,69,19,25,5,0,C,1,12,30,7,18,D
285,18-30,Male,Intermediate,22,30,9,90,2,91,20,2,1,A,4,28,21,15,10,R
286,46-60,Male,Beginner,36,26,12,78,63,50,34,3,4,B,0,34,32,17,30,D
287,18-30,Female,Beginner,13,1,20,4,0,48,32,5,3,A,0,11,6,12,16,R
288,31-45,Female,Beginner,31,10,4,83,85,22,14,10,2,C,5,0,26,2,14,R
289,18-30,Male,Beginner,3,8,18,15,9,50,19,9,0,C,11,33,21,0,1,D
290,31-45,Male,Beginner,12,17,15,24,57,3,4,9,0,A,5,29,50,12,4,R
291,<18,Male,Intermediate,30,6,3,20,66,91,3,9,4,B,11,1,24,12,1,D
292,18-30,Male,Beginner,17,6,13,12,5,30,61,4,1,B,7,0,31,17,21,R
293,46-60,Male,Beginner,12,25,22,22,23,6,47,8,4,A,10,0,16,16,18,D
294,31-45,Male,Intermediate,13,11,11,50,11,15,68,0,3,B,18,17,43,16,0,R
295,18-30,Male,Intermediate,13,12,21,87,30,49,35,3,3,A,0,4,30,2,17,R
296,<18,Male,Intermediate,34,9,5,6,95,34,48,9,0,C,3,11,8,18,15,R
